"Record_number","Study_number","Author","Site_name","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_wet","Rs_dry","RC_seasonal","RC_season","Model_type","Temp_effect","Model_output_units","Model_temp_min","Model_temp_max","Model_N","Model_R2","T_depth","Model_paramA","Model_paramB","Model_paramC","Model_paramD","Model_paramE","WC_effect","R10","Lat_Round","Long_Round","MAP_Del","MAT_Del","PAnnual_Del","TAnnual_Del","Year","PRECIP_SD","TAIR_SD","SPI","Study_TS_Annual","TS_Flag","Annual_TS_Coverage","TS_Source","TAIR1","TAIR2","TAIR3","TAIR4","TAIR5","TAIR6","TAIR7","TAIR8","TAIR9","TAIR10","TAIR11","TAIR12","Rs1","Rs2","Rs3","Rs4","Rs5","Rs6","Rs7","Rs8","Rs9","Rs10","Rs11","Rs12","Rs_bahn_Jan","Rs_bahn_Feb","Rs_bahn_Mar","Rs_bahn_Apr","Rs_bahn_May","Rs_bahn_Jun","Rs_bahn_Jul","Rs_bahn_Aug","Rs_bahn_Sep","Rs_bahn_Oct","Rs_bahn_Nov","Rs_bahn_Dec"
2234,4062,"Sakata","",1,36.32,140.15,470,"None","",NA,NA,"Quercus serrata; Carpinus spp.","Temperate","Forest","Natural",13.1,1330,NA,NA,NA,"Gas chromatography",60,1,"Isotope",485,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","ug CO2/m2/s",-1,25,NA,0.88,5,17.9,0.091,0,NA,NA,"None",NA,36.25,140.25,1336.39,13.61,1256.5,13.97,2002,193.661,0.615,-0.413,11.91,"TAIR_5",0.58,"MGRsD and TAIR_Del",4.3,4.4,8.8,13,16.1,19.1,26.2,26.4,21.1,16.6,8,3.6,NA,0.172,NA,1.405,NA,1.577,NA,NA,NA,NA,NA,NA,273.478095105064,275.99166545408,412.787456628388,606.19196366432,804.982105219947,1059.2265464779,2028.15783102306,2065.61125246652,1271.91262134713,842.661847497089,383.653463994316,256.512538801151
2295,3893,"Jonard","",1,50.02,4.4,310,"None","",NA,NA,"Quercus petraea","Temperate","Forest","Natural",8,1000,NA,9.8,756,"IRGA",60,1,"Extraction",922,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","g CO2/m2/hr",0,17,NA,0.7,2,0.35,3.19,10,NA,NA,"None",2.21,50.25,4.25,898.43,9.06,690.3,9.85,2003,142.637,0.762,-1.459,9.079,"",1,"MGRsD",0.8,1.4,7.7,9.1,13.1,17.9,18.4,19.5,14.3,6.6,6.4,3,0.825,0.648,1.113,1.224,2.297,3.839,4.193,4.274,3.04,2.5,1.485,NA,345.904503933928,370.976915595332,773.479686056178,910.668833545501,1451.99437783252,2541.50101851369,2694.11323701051,3062.89474354926,1670.11460187038,680.350464263079,664.664467671554,447.083529173467
2296,3893,"Jonard","",1,50.02,4.4,310,"None","",NA,NA,"Quercus petraea; Fagus sylvatica","Temperate","Forest","Natural",8,1000,NA,9.8,756,"IRGA",60,1,"Extraction",770,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","g CO2/m2/hr",0,17,NA,0.66,2,0.29,3.31,10,NA,NA,"",1.83,50.25,4.25,898.43,9.06,690.3,9.85,2003,142.637,0.762,-1.459,9.079,"",1,"MGRsD",0.8,1.4,7.7,9.1,13.1,17.9,18.4,19.5,14.3,6.6,6.4,3,0.825,0.648,1.113,1.224,2.297,3.839,4.193,4.274,3.04,2.5,1.485,NA,276.701270318972,297.419375139002,634.788934722035,751.273823170194,1215.77240803763,2166.29258921797,2300.64106423186,2626.26607941766,1404.65118735802,556.082836307791,542.858683741383,360.571060519177
2297,3893,"Jonard","",1,50.02,4.4,310,"None","",NA,NA,"Fagus sylvatica","Temperate","Forest","Natural",8,1000,NA,9.8,756,"IRGA",60,1,"Extraction",820,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","g CO2/m2/hr",0,17,NA,0.77,2,0.29,4.26,10,NA,NA,"Positive",1.83,50.25,4.25,898.43,9.06,690.3,9.85,2003,142.637,0.762,-1.459,9.079,"",1,"MGRsD",0.8,1.4,7.7,9.1,13.1,17.9,18.4,19.5,14.3,6.6,6.4,3,0.825,0.648,1.113,1.224,2.297,3.839,4.193,4.274,3.04,2.5,1.485,NA,219.104690397923,239.122355053874,598.810598182575,734.315432865625,1315.24306370137,2647.00070732925,2847.04595908079,3341.97658766901,1566.54555778022,510.129634091649,495.478010132265,301.904457360208
2307,3845,"Gough","University of Michigan Biological Station",2,45.59,-84.72,NA,"None","",NA,6,"Populus grandidentata; Quercus rubra; Acer rubrum","Temperate","Forest","Natural",5.5,817,NA,NA,NA,"IRGA",NA,NA,"Extraction",675,54,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",NA,NA,NA,0.97,NA,0.765,0.106,0,NA,NA,"None",2.21,45.75,-84.75,748.46,5.52,740.6,6.96,2005,108.252,1.054,-0.073,8.48,"",0.58,"Rs_Ts_Relationship",-8.1,-4.7,-4.7,4.9,8.7,18.3,21,19.8,17.5,10.7,3.3,-3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.86175214258,210.995718679588,210.995718679588,586.946035358431,879.987763843374,2447.94222548255,3264.12993122447,2872.28064396511,2247.8851562971,1089.04103398726,494.930348542097,247.570760622598
2308,3845,"Gough","University of Michigan Biological Station",2,45.59,-84.72,NA,"None","",NA,24,"Populus grandidentata; Quercus rubra; Acer rubrum","Temperate","Forest","Natural",5.5,817,NA,NA,NA,"IRGA",NA,NA,"Extraction",782,51,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",NA,NA,NA,0.97,NA,0.588,0.136,0,NA,NA,"None",2.29,45.75,-84.75,748.46,5.52,740.6,6.96,2005,108.252,1.054,-0.073,8.48,"",0.58,"Rs_Ts_Relationship",-8.1,-4.7,-4.7,4.9,8.7,18.3,21,19.8,17.5,10.7,3.3,-3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.2884762890304,140.542024771016,140.542024771016,522.255427408729,878.088611445502,3262.98517344103,4720.07813628488,4005.80305591819,2924.88438602718,1154.26183268499,419.63351739971,172.536386893528
2309,3845,"Gough","University of Michigan Biological Station",2,45.59,-84.72,NA,"None","",NA,50,"Populus grandidentata; Quercus rubra; Acer rubrum","Temperate","Forest","Natural",5.5,817,NA,NA,NA,"IRGA",NA,NA,"Extraction",782,72,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",NA,NA,NA,0.96,NA,0.877,0.107,0,NA,NA,"None",2.56,45.75,-84.75,748.46,5.52,740.6,6.96,2005,108.252,1.054,-0.073,8.48,"",0.58,"Rs_Ts_Relationship",-8.1,-4.7,-4.7,4.9,8.7,18.3,21,19.8,17.5,10.7,3.3,-3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.120800875323,240.923975520796,240.923975520796,676.700180148226,1018.43656346777,2860.55468111221,3824.6830858438,3361.4830162149,2624.66510923813,1262.91718414692,569.696537925153,283.11357138513
2310,3845,"Gough","University of Michigan Biological Station",2,45.59,-84.72,NA,"None","",NA,56,"Populus grandidentata; Quercus rubra; Acer rubrum","Temperate","Forest","Natural",5.5,817,NA,NA,NA,"IRGA",NA,NA,"Extraction",1090,65,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",NA,NA,NA,0.98,NA,0.978,0.122,0,NA,NA,"None",3.31,45.75,-84.75,748.46,5.52,740.6,6.96,2005,108.252,1.054,-0.073,8.48,"",0.58,"Rs_Ts_Relationship",-8.1,-4.7,-4.7,4.9,8.7,18.3,21,19.8,17.5,10.7,3.3,-3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.034097089016,250.433150734679,250.433150734679,812.98812380562,1295.71758657924,4206.32414919793,5857.7636590026,5056.00852315542,3813.17472221521,1655.96225461069,668.116407831878,301.021057741507
2311,3845,"Gough","University of Michigan Biological Station",2,45.59,-84.72,NA,"None","",NA,68,"Populus grandidentata; Quercus rubra; Acer rubrum","Temperate","Forest","Natural",5.5,817,NA,NA,NA,"IRGA",NA,NA,"Extraction",930,66,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",NA,NA,NA,0.97,NA,0.995,0.109,0,NA,NA,"None",2.96,45.75,-84.75,748.46,5.52,740.6,6.96,2005,108.252,1.054,-0.073,8.48,"",0.58,"Rs_Ts_Relationship",-8.1,-4.7,-4.7,4.9,8.7,18.3,21,19.8,17.5,10.7,3.3,-3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.670839124172,270.953735139251,270.953735139251,775.88060379944,1176.66015501483,3369.38625729024,4529.53745981223,3971.37947152609,3086.56779703886,1465.0029385161,651.095863587455,319.363830471232
2313,3115,"Rodeghiero","S1-Casteller",2,46.02,11.14,220,"None","",NA,44,"Ostrya carpinifolia","Temperate","Forest","Natural",11.6,951,NA,NA,NA,"IRGA",20,1,"",984,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,6.36,27.18,0.23,NA,NA,"",1.71,46.25,11.25,987.17,6.69,1477.3,7.53,2002,240.707,0.709,2.036,12.76,"",1,"Rs_Ts_Relationship",-2.1,0.6,4.6,6.6,10.9,16.8,16.6,15.5,11.6,6.6,3.2,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.661773009423,116.618882866542,277.048617717712,416.515360926124,904.860139131942,1860.01912289933,1828.58508792276,1649.97316759884,1008.74536213211,416.515360926124,205.888349431772,91.2582992229874
2314,3115,"Rodeghiero","S2-Toblino",2,46.06,10.98,250,"None","",NA,45,"Quercus ilex","Temperate","Forest","Natural",11.8,879,NA,NA,NA,"IRGA",20,1,"",965,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,5.4,23.77,0.28,NA,NA,"",2.21,46.25,10.75,998.54,3.51,1521.9,4.3,2002,262.721,0.629,1.992,10.92,"",1,"Rs_Ts_Relationship",-4.1,-1.7,0.8,2.7,6.8,13.1,12.8,11.7,7.7,3.8,0.7,-2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9603419609628,62.0236271476665,122.200658471777,201.509440042859,542.522485589738,1541.88589773662,1492.23354633177,1304.13346215654,657.246521829222,266.696804588674,118.97367503427,47.1001829739428
2315,3115,"Rodeghiero","S3-Mattarello",2,46.02,11.15,420,"None","",NA,44,"Pinus nigra","Temperate","Forest","Natural",11,959,NA,NA,NA,"IRGA",20,1,"",795,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,4.48,19.26,0.23,NA,NA,"",1.53,46.25,11.25,987.17,6.69,1477.3,7.53,2002,240.707,0.709,2.036,12.32,"",1,"Rs_Ts_Relationship",-2.1,0.6,4.6,6.6,10.9,16.8,16.6,15.5,11.6,6.6,3.2,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.7064022176316,114.012551780292,264.899123581385,390.799841927038,796.956347457675,1463.38887978004,1443.72125590406,1329.29250292579,877.03949769269,390.799841927038,198.796684574658,89.5381125900195
2316,3115,"Rodeghiero","S4-Lagolo P",2,46.03,11,760,"None","",NA,69,"Pinus sylvestris","Temperate","Forest","Natural",9.5,961,NA,NA,NA,"IRGA",20,1,"",738,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,3.54,14.61,0.28,NA,NA,"",1.87,46.25,11.25,987.17,6.69,1477.3,7.53,2002,240.707,0.709,2.036,10.31,"",1,"Rs_Ts_Relationship",-2.1,0.6,4.6,6.6,10.9,16.8,16.6,15.5,11.6,6.6,3.2,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.447578916141,119.994978863197,320.189282300405,488.861322169447,958.269405534837,1433.73679033506,1424.09762919321,1363.38083347439,1033.82166804083,488.861322169447,230.858118906359,89.8328192141677
2317,3115,"Rodeghiero","S5-Lagolo B",2,46.04,11.01,970,"None","",NA,61,"Fagus sylvatica","Temperate","Forest","Natural",8.5,967,NA,NA,NA,"IRGA",20,1,"",719,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,3.17,15.54,0.36,NA,NA,"",2.23,46.25,11.25,987.17,6.69,1477.3,7.53,2002,240.707,0.709,2.036,8.74,"",1,"Rs_Ts_Relationship",-2.1,0.6,4.6,6.6,10.9,16.8,16.6,15.5,11.6,6.6,3.2,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8366776335324,106.027605775998,363.822174643756,592.028039913311,1110.71465801289,1402.15349081403,1398.43621877396,1372.97703791985,1172.39534560281,592.028039913311,243.631381863504,72.9791951149012
2318,3115,"Rodeghiero","S6-Brigolina B",2,46.07,11.08,1020,"None","",NA,50,"Fagus sylvatica","Temperate","Forest","Natural",8.6,976,NA,NA,NA,"IRGA",20,1,"",492,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,3.01,11.43,0.27,NA,NA,"",1.7,46.25,11.25,987.17,6.69,1477.3,7.53,2002,240.707,0.709,2.036,8.01,"",1,"Rs_Ts_Relationship",-2.1,0.6,4.6,6.6,10.9,16.8,16.6,15.5,11.6,6.6,3.2,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.1863318570968,127.099874896624,318.367691020074,469.330521529928,859.084832703791,1228.77725687828,1221.342590736,1174.58529467544,918.888179232765,469.330521529928,234.997931909767,96.617596349465
2319,3115,"Rodeghiero","S7-Brigolina S",2,46.06,11.07,1020,"None","",NA,50,"Picea abies","Temperate","Forest","Natural",8.5,982,NA,NA,NA,"IRGA",20,1,"",681,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,2.88,5.17,0.25,NA,NA,"",2.02,46.25,11.25,987.17,6.69,1477.3,7.53,2002,240.707,0.709,2.036,8.61,"",1,"Rs_Ts_Relationship",-2.1,0.6,4.6,6.6,10.9,16.8,16.6,15.5,11.6,6.6,3.2,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.895211652566,240.041140830471,498.036761434878,660.001969163484,984.517564571556,1224.74084329338,1220.2152267805,1191.63492809247,1026.44678091945,660.001969163484,394.72704475177,190.506828225219
2320,3115,"Rodeghiero","S8-Vaneze",2,46.05,11.06,1150,"None","",NA,60,"Picea abies","Temperate","Forest","Natural",5.9,1015,NA,NA,NA,"IRGA",20,1,"",1041,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,7.68,36.48,0.35,NA,NA,"",3.65,46.25,11.25,987.17,6.69,1477.3,7.53,2002,240.707,0.709,2.036,8.61,"",1,"Rs_Ts_Relationship",-2.1,0.6,4.6,6.6,10.9,16.8,16.6,15.5,11.6,6.6,3.2,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8533060735759,113.657693679679,421.989548835674,759.602142562586,1955.74313546149,3210.15080850972,3188.64381750256,3046.82996253752,2166.63411857589,759.602142562586,270.544468989631,77.9975177816974
2321,3115,"Rodeghiero","S9-Lavaronne",2,45.96,11.28,1370,"None","",NA,120,"Abies alba","Temperate","Forest","Natural",6.7,1085,NA,NA,NA,"IRGA",20,1,"",1097,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,5.85,6.09,0.23,NA,NA,"",3.63,45.75,11.25,1888.17,9.9,2174.9,11.03,2002,156.315,0.738,1.834,7.78,"",1,"Rs_Ts_Relationship",-0.4,2.7,7.5,9.2,13.9,20.3,20.4,19.9,15.5,11.2,8.5,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.82397861343,625.106020924482,1285.9619656204,1547.93386007003,2152.74834972931,2545.73029929213,2548.87946840089,2532.46937104678,2294.30201449629,1835.87330246114,1440.80539398387,730.208309346206
2322,3115,"Rodeghiero","S10-Bondone",2,46.02,11.06,1470,"None","",NA,60,"Fagus sylvatica","Temperate","Forest","Natural",6.2,1195,NA,NA,NA,"IRGA",20,1,"",1116,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,8.37,18.88,0.24,NA,NA,"",3.09,46.25,11.25,987.17,6.69,1477.3,7.53,2002,240.707,0.709,2.036,9.71,"",1,"Rs_Ts_Relationship",-2.1,0.6,4.6,6.6,10.9,16.8,16.6,15.5,11.6,6.6,3.2,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.427892756188,219.049429074739,525.927423792638,785.138703875049,1613.86441539442,2886.37956752647,2851.01777823873,2642.28262235959,1773.73317657001,785.138703875049,390.594385288574,170.274122474103
2323,3115,"Rodeghiero","S11-Renon",2,46.59,11.43,1740,"None","",NA,180,"Picea abies","Temperate","Forest","Natural",4.2,1008,NA,NA,NA,"IRGA",20,1,"",1230,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,7.99,7.93,0.3,NA,NA,"",5.73,46.75,11.25,762.53,2.8,877.2,3.24,2002,111.235,0.641,1.031,5.64,"",1,"Rs_Ts_Relationship",-7.6,-2.8,0.1,2.3,6.8,11.9,12.1,11.2,6.8,2.7,-0.4,-4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8069317423856,187.129391771058,418.621394601646,733.533375194188,1806.32481243233,3007.44569558949,3039.93161821191,2883.77003956183,1806.32481243233,806.813415312533,365.91183710439,124.897562757734
2325,3130,"Sha","Xishuangbanna Station for Tropical Rain Forest Ecosystem Studies",1,21.93,101.27,NA,"None","",NA,200,"Pometia tomentosa; Terminalia myriocarpa; Myristica yunnamensis; Horsfieldia tetratepala; Homalium laoticum; Barringtonia macrostachya","Tropical","Forest","Natural",21.4,1557,NA,NA,NA,"Gas chromatography",7,1,"",1274,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",13,23,NA,0.65,5,93.301,0.086,0,NA,NA,"Positive",NA,21.75,101.25,1557.01,19.46,1347.6,19.54,2003,175.214,0.413,-1.195,18.913,"",1,"MGRsD",14.2,15.4,18.3,21.3,22.7,22.9,23.1,22.7,21.9,20.7,16.8,14.5,1.788,2.35,2.724,3.144,3,4.67,4.666,3.484,3.292,3.429,2.624,1.772,913.878575570957,1013.7939852498,1302.70969269806,1688.49850283899,1905.77706617923,1939.02004529461,1972.8428905864,1905.77706617923,1778.40752352673,1603.13491501413,1144.25054192882,937.894090900891
2364,3710,"Zhou","Great Plains Apiaries",1,34.98,-97.52,NA,"None","",NA,NA,"Grasses (mix)","Temperate","Grassland","Natural",16.3,915,NA,NA,NA,"IRGA",30,1,"",835,73,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",6,33,NA,0.73,5,0.44,0.08,0,NA,NA,"",0.98,34.75,-97.75,886.94,16.45,600.1,16.54,2003,179.368,0.581,-1.599,17.351,"",1,"MGRsD",3.1,4.3,11,17.2,21.4,23.9,29.1,29.3,22.1,18.6,11.5,7,NA,0.731,0.963,1.735,2.661,4.232,7.58,3.404,3.815,2.424,0.903,0.849,256.205400829258,282.166654492726,483.66487978499,796.375389685435,1116.42296246121,1365.07557141505,2073.95246647878,2107.58468080795,1181.08344480596,891.295007507469,503.512364904412,350.606415082758
2368,3710,"Zhou","Great Plains Apiaries",1,34.98,-97.52,NA,"None","",NA,NA,"Grasses (mix)","Temperate","Grassland","Natural",16.3,915,NA,NA,NA,"IRGA",30,1,"",1131,93,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",7,29,NA,0.77,5,0.67,0.08,0,NA,NA,"",1.49,34.75,-97.75,886.94,16.45,924.5,15.61,2002,179.368,0.581,0.209,17.351,"",1,"MGRsD",5.4,5.1,8.4,16.5,19.4,24.8,26.5,27.8,23.8,14.8,9.2,5.6,0.668,1.054,2.083,5.328,2.958,6.717,5.401,NA,3.75,NA,1.251,0.863,470.476857770143,459.260309019675,598.868937110948,1148.87900920915,1450.69027136276,2239.76800738723,2567.94685975735,2850.99567344589,2066.67346392335,1002.0543997661,638.670308030026,478.106337603064
2369,3710,"Zhou","Great Plains Apiaries",1,34.98,-97.52,NA,"None","",NA,NA,"Grasses (mix)","Temperate","Grassland","Natural",16.3,915,NA,NA,NA,"IRGA",30,1,"",877,69,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",2,32,NA,0.69,5,0.45,0.09,0,NA,NA,"",1.11,34.75,-97.75,886.94,16.45,600.1,16.54,2003,179.368,0.581,-1.599,17.351,"",1,"MGRsD",3.1,4.3,11,17.2,21.4,23.9,29.1,29.3,22.1,18.6,11.5,7,NA,0.731,0.963,1.735,2.661,4.232,7.58,3.404,3.815,2.424,0.903,0.849,270.356397423494,301.3656402012,552.570197176415,968.350084111364,1416.06174571548,1775.52224120832,2842.32335380567,2894.22971122927,1508.65692298784,1099.12982663676,578.144292796894,384.766431605656
6365,7527,"Tu","Liujiang",1,29.7,103.2333333,600,"None","",10,10,"Pleioblastus amarus","Subtropical","Forest","Managed",NA,1490,NA,15.9,1151,"IRGA",30,1,"Exclusion",427.63,11.35,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",5,25,36,0.89,10,0.201,0.105,0,NA,NA,"None",0.574,29.75,103.25,1624.62,15.81,1373.2,15.64,2011,203.301,0.431,-1.237,15.38,"",1,"Figure 3",2.2,9.7,9,16.8,20.6,23.5,24.5,25,20.2,16.4,14,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.570128774461,252.886207263142,234.872476552235,535.106243887315,799.206942321867,1085.46550831568,1206.32184787617,1271.70616376532,766.161600258744,512.980849408136,398.169468092691,167.54103626489
6460,7573,"Wang","Experimental Center of Tropical Forestry",1,22.16666667,106.8333333,NA,"None","",26,26,"Pinus massoniana","Subtropical","Forest","Managed",21,1400,NA,NA,NA,"Gas Chromatography",30,1,"",377,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",13,28,72,0.49,20,3.88,0.109,0,NA,NA,"Positive",NA,22.25,106.75,1273.34,21.77,1085.3,22.68,2009,206.079,0.429,-0.912,23,"",1,"Figure 3",12.4,20.5,18.9,22.6,25.6,28,27.7,28.5,27.6,24.3,18.7,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.265172893935,382.06893097921,320.620852419386,480.93739221433,668.143452623338,869.149841249655,841.039780194095,918.103234258783,831.873262021983,579.425861854072,313.670025741033,272.020214056108
6461,7573,"Wang","Experimental Center of Tropical Forestry",1,22.16666667,106.8333333,NA,"None","",26,26,"Pinus massoniana; Castanopsis hystrix","Subtropical","Forest","Managed",21,1400,NA,NA,NA,"Gas Chromatography",30,1,"",456,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",13,28,72,0.49,20,3.88,0.109,0,NA,NA,"Positive",NA,22.25,106.75,1273.34,21.77,1085.3,22.68,2009,206.079,0.429,-0.912,23,"",1,"Figure 3",12.4,20.5,18.9,22.6,25.6,28,27.7,28.5,27.6,24.3,18.7,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.265172893935,382.06893097921,320.620852419386,480.93739221433,668.143452623338,869.149841249655,841.039780194095,918.103234258783,831.873262021983,579.425861854072,313.670025741033,272.020214056108
6462,7573,"Wang","Experimental Center of Tropical Forestry",1,22.16666667,106.8333333,NA,"None","",26,26,"Castanopsis hystrix","Subtropical","Forest","Managed",21,1400,NA,NA,NA,"Gas Chromatography",30,1,"",622,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",13,28,72,0.49,20,3.88,0.109,0,NA,NA,"Positive",NA,22.25,106.75,1273.34,21.77,1085.3,22.68,2009,206.079,0.429,-0.912,23,"",1,"Figure 3",12.4,20.5,18.9,22.6,25.6,28,27.7,28.5,27.6,24.3,18.7,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.265172893935,382.06893097921,320.620852419386,480.93739221433,668.143452623338,869.149841249655,841.039780194095,918.103234258783,831.873262021983,579.425861854072,313.670025741033,272.020214056108
6485,7631,"Yan","Hunan",1,28.10833333,113.0416667,80,"None","",NA,28,"Cinnamomum camphora","Subtropical","Forest","Managed",17.2,1450,NA,NA,NA,"IRGA",14,1,"",1196,605,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",3,34,NA,0.9011,5,1.037,0.0619,0,NA,NA,"None",1.857,28.25,113.25,1416.64,17.47,1689.5,17.93,2010,224.606,0.513,1.215,15.8,"",1,"Table 4",6.3,7.6,11.9,15.4,22.2,25.2,30.3,30.2,25.5,18.2,14,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699.704481400475,758.666748525893,991.451402339693,1232.73411904346,1882.17407485404,2268.52606832918,3115.92181894003,3096.59032652833,2311.2779334176,1467.39759962466,1129.87453941597,797.394886712542
6486,7631,"Yan","Hunan",1,28.10833333,113.0416667,80,"None","",NA,28,"Cinnamomum camphora; Pinus massoniana","Subtropical","Forest","Managed",17.2,1450,NA,NA,NA,"IRGA",14,1,"",817,318,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",3,33,NA,0.8927,5,1.024,0.0445,0,NA,NA,"None",1.56,28.25,113.25,1416.64,17.47,1689.5,17.93,2010,224.606,0.513,1.215,15.2,"",1,"Table 4",6.3,7.6,11.9,15.4,22.2,25.2,30.3,30.2,25.5,18.2,14,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618.787923600781,655.845335881253,794.973104029524,929.7347521018,1260.33567434142,1441.37712542627,1810.81047933061,1802.72695537008,1460.85383560887,1053.8149797654,873.28582929677,679.744663412495
6487,7631,"Yan","Hunan",1,28.10833333,113.0416667,80,"None","",NA,30,"Pinus massoniana","Subtropical","Forest","Managed",17.2,1450,NA,NA,NA,"IRGA",14,1,"",723,102,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,30,NA,0.9296,5,0.714,0.0505,0,NA,NA,"None",1.657,28.25,113.25,1416.64,17.47,1689.5,17.93,2010,224.606,0.513,1.215,16.5,"",1,"Table 4",6.3,7.6,11.9,15.4,22.2,25.2,30.3,30.2,25.5,18.2,14,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447.300531938583,477.820533785103,594.403165934767,709.998082735487,1002.76516671747,1167.75073600613,1512.88771818903,1505.22584592061,1185.67384753489,818.461067212033,661.282075692232,497.628278532836
