Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rs_max,Rs_maxday,Rs_min,Rs_minday,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,Lat_Adj,Long_Adj,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI,Study_TS_Annual
1195,00:00.0,2656,King,,,BBL,USA,Tennessee,Oak Ridge,1997,1,35.9,-84.33,230,None,,,10,Liquidambar styracifua,Temperate,Forest,Managed,Deciduous,Aggrading,Aquic Hapludult (silty clay loam),Dry,,,,,,14.2,1390,,,,IRGA,21,1,,598,,217,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,7,25,,0.42,6.5,2.5,2.6,20,,,,0.96,,2.6,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.33,35.75,-84.25,1319.73,14.83,1344.1,14.64,1997,209.974,0.633,0.116,17.62
1261,00:00.0,2771,Smith,,,BBL,USA,Kansas,Flint Hills,1999.5,1.5,39,-96,200,None,,,1,Andropogon gerardii; Schizachrium scoparium; Sorghastrum nutans; Panicum virgatum,Temperate,Grassland,Natural,Deciduous,Mature,Silty clay loam,Dry,,,,,,13,835,,,,IRGA,25,1,,858,15,,,,,,,,,,,,,,,,,,,"Exponential (log1), log(R)=a+b(T-c)",Positive,umol CO2/m2/s,8,32,,0.67,10,-0.33,0.038,0,,,None,1.12,,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,39.25,-95.75,902.59,12.43,666.3,13.14,2000,202.119,0.772,-1.169,17.95
1262,00:00.0,2771,Smith,,,BBL,USA,Kansas,Flint Hills,1999.5,1.5,39,-96,200,None,,,40,Juniperus virginiana,Temperate,Forest,Natural,Deciduous,Mature,Silty clay loam,Dry,,,,,,13,835,,,,IRGA,25,1,,534,22,,,,,,,,,,,,,,,,,,,"Exponential (log1), log(R)=a+b(T-c)",Positive,umol CO2/m2/s,2,32,,0.37,10,-0.344,0.034,0,,,Positive,0.99,2.2,2.2,2.2,2.2,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,0,0,39.25,-95.75,902.59,12.43,666.3,13.14,2000,202.119,0.772,-1.169,17.95
2154,00:00.0,3052,Mo,,Q03,BBL,Japan,,Takayama Experimental Field Station,2000.5,4,36.13,137.42,1420,None,,,,Quercus crispula; Betula ermanii,Temperate,Forest,Natural,Deciduous,Mature,Brown forest soil (Dystric Cambisols),Dry,,,,,,7.2,2275,,7.1,1945,IRGA,21,1,,726,,36,,,,,,,,,,,,0.67,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,0,21,,0.84,1,0.54,0.133,0,,,Mixed,,3.79,3.79,3.79,3.79,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,Topography-corrected,-0.13,-0.42,36.25,137.25,1815.37,10.01,1653.8,10.06,2001,225.84,0.538,-0.715,7.885
2325,00:00.0,3130,Sha,,,BBL,China,,Xishuangbanna Station for Tropical Rain Forest Ecosystem Studies,2003,1,21.93,101.27,,None,,,200,Pometia tomentosa; Terminalia myriocarpa; Myristica yunnamensis; Horsfieldia tetratepala; Homalium laoticum; Barringtonia macrostachya,Tropical,Forest,Natural,Evergreen,Mature,Oxisol,Dry,,,,,,21.4,1557,,,,Gas chromatography,7,1,,1274,,,,,,,949,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,13,23,,0.65,5,93.301,0.086,0,,,Positive,,,,,,2.36,13,23,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,-0.27,21.75,101.25,1557.01,19.46,1347.6,19.54,2003,175.214,0.413,-1.195,18.913
1284,00:00.0,3273,Campos C.,,,BBL,Mexico,,Cofre de Perote,2003.5,1.3,19.53,-96.99,1490,None,,,,Carpinus caroliniana; Liquidambar macrophylla; Ulmus mexicana; others,Subtropical,Forest,Natural,Deciduous,Mature,Andisols,Dry,,,,,,19.3,2081,,,,Alkali absorption,30,1,,436,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,12,20,69,0.12,10,0.65,0.06,0,,,Negative,1.14,,,1.18,,1.18,12,20,,,,,,,,,,,,,,,,,,,,,,,,23800,,,0.47,-0.01,19.75,-96.75,1532.99,17.22,1583.9,17.31,2004,184.224,0.478,0.276,17.472
1285,00:00.0,3273,Campos C.,,,BBL,Mexico,,Cofre de Perote,2003.5,1.3,19.53,-96.99,1490,None,,,,Zea mays; Solanum tuberosum,Subtropical,Agriculture,Managed,Deciduous,Aggrading,Andisols,Dry,0.61,,,,,19.3,2081,,,,Alkali absorption,30,1,,672,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,13,27,69,0.12,10,0.65,0.06,0,,,Negative,1.14,,,1.18,,1.18,13,27,,,,,,,,,,,,,,,,,,,,,,,,23800,,,0.47,-0.01,19.75,-96.75,1532.99,17.22,1583.9,17.31,2004,184.224,0.478,0.276,17.472
1286,00:00.0,3273,Campos C.,,,BBL,Mexico,,Cofre de Perote,2003.5,1.3,19.53,-96.99,1490,None,,,,Grasses (mix),Subtropical,Grassland,Managed,Deciduous,Aggrading,Andisols,Dry,0.42,,,,,19.3,2081,,,,Alkali absorption,30,1,,1072,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,13,24,69,0.12,10,0.65,0.06,0,,,Negative,1.14,,,1.18,,1.18,13,24,,,,,,,,,,,,,,,,,,,,,,,,23800,,,0.47,-0.01,19.75,-96.75,1532.99,17.22,1583.9,17.31,2004,184.224,0.478,0.276,17.472
1321,00:00.0,3302,Davidson,,"Q10,Q13",BBL,USA,Massachusetts,Harvard Forest-Prospect Hill,1996,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,,,,,,8.5,1050,,,,IRGA,0.1,1,,864,,176,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,,,10,0.09,0.987,10,,,Positive,2.08,2.7,2.7,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May duplicate Savage ref#1891?,0.47,0.18,42.75,-72.25,1077.37,7.47,1331,6.72,1996,167.449,0.73,1.515,7.926
1322,00:00.0,3302,Davidson,,"Q10,Q13",BBL,USA,Massachusetts,Harvard Forest-Prospect Hill,1997,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,,,,,,8.5,1050,,,,IRGA,0.1,1,,617,93,176,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,,,10,0.09,0.987,10,,,Positive,2.08,2.7,2.7,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May duplicate Savage ref#1891?,0.47,0.18,42.75,-72.25,1077.37,7.47,912,6.53,1997,167.449,0.73,-0.988,7.831
1323,00:00.0,3302,Davidson,,"Q10,Q13",BBL,USA,Massachusetts,Harvard Forest-Prospect Hill,1998,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,,,,,,8.5,1050,,,,IRGA,0.1,1,,1005,247,176,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,,,10,0.09,0.987,10,,,Positive,2.08,2.7,2.7,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May duplicate Savage ref#1891?,0.47,0.18,42.75,-72.25,1077.37,7.47,928.6,8.23,1998,167.449,0.73,-0.888,8.681
1324,00:00.0,3302,Davidson,,"Q10,Q13",BBL,USA,Massachusetts,Harvard Forest-Prospect Hill,1999,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,,,,,,8.5,1050,,,,IRGA,0.1,1,,452,73,176,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,,,10,0.09,0.987,10,,,Positive,2.08,2.7,2.7,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May duplicate Savage ref#1891?,0.47,0.18,42.75,-72.25,1077.37,7.47,990.2,8.01,1999,167.449,0.73,-0.521,8.571
1325,00:00.0,3302,Davidson,,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill,2000,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,,,,,,8.5,1050,,,,IRGA,0.1,1,,881,101,176,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,,,10,0.09,0.987,10,,,Positive,2.08,2.7,2.7,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.18,42.75,-72.25,1077.37,7.47,1120.9,6.69,2000,167.449,0.73,0.26,7.911
1326,00:00.0,3302,Davidson,,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill,2001,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,,,,,,8.5,1050,,,,IRGA,0.1,1,,713,55,176,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,,,10,0.09,0.987,10,,,Positive,2.08,2.7,2.7,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.18,42.75,-72.25,1077.37,7.47,674,7.51,2001,167.449,0.73,-2.409,8.321
1327,00:00.0,3302,Davidson,,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill,2002,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,,,,,,8.5,1050,,,,IRGA,0.1,1,,844,157,176,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,,,10,0.09,0.987,10,,,Positive,2.08,2.7,2.7,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.18,42.75,-72.25,1077.37,7.47,996.1,7.56,2002,167.449,0.73,-0.485,8.346
1328,00:00.0,3302,Davidson,,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill,2003,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,,,,,,8.5,1050,,,,IRGA,0.1,1,,851,267,176,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,,,10,0.09,0.987,10,,,Positive,2.08,2.7,2.7,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.18,42.75,-72.25,1077.37,7.47,1202.6,6.51,2003,167.449,0.73,0.748,7.821
3035,00:00.0,3326,Fang,,,BBL,China,,Xishuangbanna,2003.5,1,21.95,101.2,,None,,,,Mix,Tropical,Forest,Natural,Evergreen,Mature,,Dry,,,,,,21.5,1557,,,,Alkali absorption,30,1,,720,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,13,23,150,0.87,5,1.524,0.077,0,,,Positive,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,-0.2,21.75,101.25,1557.01,19.46,1466.3,19.08,2004,175.214,0.413,-0.518,20.104
3036,00:00.0,3326,Fang,,,BBL,China,,Xishuangbanna,2003.5,1,21.93,101.25,,None,,,,Hevea brasiliensis,Tropical,Forest,Managed,Evergreen,Aggrading,,Dry,,,,,,21.5,1557,,,,Alkali absorption,30,1,,764,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,14,24,150,0.82,5,1.464,0.078,0,,,Positive,,,,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,-0.25,21.75,101.25,1557.01,19.46,1466.3,19.08,2004,175.214,0.413,-0.518,20.104
1342,00:00.0,3333,Frank,,,BBL,USA,North Dakota,Northern Great Plains Research Laboratory,2002,2,46.77,-100.92,518,None,,,,Bouteloua gracilis; Stipa comata; Poa pratensis,Temperate,Grassland,Natural,Deciduous,Mature,Silt loam (frigid Pachic Haplustoll),Dry,,,,,,5,404,,,411,IRGA,21,1,,1000,,,,,,,,,,,,,,,,,,,,"Linear, R=a+b(T-c)",Positive,g C/m2/day,-5,25,42,0.83,3.8,0.4,0.13,0,,,Positive,1.64,4.25,2.24,1.76,2.74,,,,,,,,,,,,,,,,,,,,,,75,,,615,,8440,,,0.23,-0.08,46.75,-100.75,444.01,5.78,302,6.42,2002,114.759,1.141,-1.237,15.395
1346,00:00.0,3343,Gaumont-Guay,,,BBL,Canada,Saskatchewan,BOREAS SSA-OA,2001,1,53.7,-106.2,,None,,,81,Populus tremuloides,Boreal,Forest,Natural,Deciduous,Mature,Orthic gray luvisols (sandy clay loam),Dry,,,,,,0.3,456,,3,240,IRGA,0.1,1,,914,165,85,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,17,,0.82,2,4.1,4.1,10,,,Mixed,3.8,3.8,3.8,3.8,3.8,,,,,,,,,361,,,,,,,,,,5,,,,,,95,,,,,0.3,0.2,53.75,-106.25,466.77,-0.03,518.6,2.01,2001,98.814,1.161,0.525,4.53
1347,00:00.0,3344,Gaumont-Guay,,,BBL,Canada,Saskatchewan,BOREAS SSA-OA,2002,1,53.7,-106.2,,None,,,81,Populus tremuloides,Boreal,Forest,Natural,Deciduous,Mature,Orthic gray luvisols (sandy clay loam),Dry,,,,,,0.3,456,,0.7,289,IRGA,0.1,1,,745,134,85,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,17,,0.9,2,3.7,3.6,10,,,Mixed,3.7,3.6,3.6,3.6,3.6,,,,,,,,,134,,,,,,,,,,4.2,,,,,,95,,,,,0.3,0.2,53.75,-106.25,466.77,-0.03,328.3,-0.02,2002,98.814,1.161,-1.401,3.781
1348,00:00.0,3344,Gaumont-Guay,,,BBL,Canada,Saskatchewan,BOREAS SSA-OA,2003,1,53.7,-106.2,,None,,,81,Populus tremuloides,Boreal,Forest,Natural,Deciduous,Mature,Orthic gray luvisols (sandy clay loam),Dry,,,,,,0.3,456,,1.9,254,IRGA,0.1,1,,827,149,85,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,17,,0.83,2,3.7,3.3,10,,,Mixed,3.7,3.3,3.3,3.3,3.3,,,,,,,,,97,,,,,,,,,,4,,,,,,95,,,,,0.3,0.2,53.75,-106.25,466.77,-0.03,516.3,0.68,2003,98.814,1.161,0.501,3.781
623,00:00.0,3429,Kucharik,,,BBL,USA,Wisconsin,UW Arboretum-remnant,2002,1,43.03,-89.43,264,None,,,,Carex pellita,Temperate,Grassland,Natural,Deciduous,Mature,Sable silty clay loam,Dry,0.89,15,34,49,14,7.5,928,,7.5,778,IRGA,14,1,,1181,,120,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,25,301,0.66,10,3.02,2.49,10,,,Positive,3.02,2.49,2.49,2.49,2.49,,,,,,,,,137.3,761,346,415,,,,,,,2.3,,,,,,694,,,,,-0.03,0.43,43.25,-89.25,847.62,7.84,687,8.72,2002,131.481,0.898,-1.222,9.904
624,00:00.0,3429,Kucharik,,,BBL,USA,Wisconsin,UW Arboretum-restoration,2002,1,43.03,-89.43,264,None,,,65,Andropogon gerardii,Temperate,Grassland,Natural,Deciduous,Mature,Sable silty clay loam,Dry,1.18,11.7,33,58,9,7.5,928,,7.5,778,IRGA,14,1,,1331,,92,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,25,264,0.7,10,2.49,2.96,10,,,Positive,2.49,2.96,2.96,2.96,2.96,,,,,,,,,67.1,764,356,408,,,,,,,2.3,,,,,,676,,,,,-0.03,0.43,43.25,-89.25,847.62,7.84,687,8.72,2002,131.481,0.898,-1.222,9.904
625,00:00.0,3429,Kucharik,,,BBL,USA,Wisconsin,UW Arboretum-remnant,2003,1,43.03,-89.43,264,None,,,,Carex pellita,Temperate,Grassland,Natural,Deciduous,Mature,Sable silty clay loam,Dry,0.89,15,34,49,14,7.5,928,,7.5,908,IRGA,14,1,,1174,,120,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,25,226,0.63,10,2.81,2.58,10,,,Positive,2.81,2.58,2.58,2.58,2.58,,,,,,,,,194.3,872,248,624,,,,,,,2.3,,,,,,1211,,,,,-0.03,0.43,43.25,-89.25,847.62,7.84,787.1,7.75,2003,131.481,0.898,-0.46,9.419
626,00:00.0,3429,Kucharik,,,BBL,USA,Wisconsin,UW Arboretum-restoration,2003,1,43.03,-89.43,264,None,,,65,Andropogon gerardii,Temperate,Grassland,Natural,Deciduous,Mature,Sable silty clay loam,Dry,1.18,11.7,33,58,9,7.5,928,,7.5,908,IRGA,14,1,,1387,,92,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,25,223,0.61,10,2.9,2.64,10,,,Positive,2.9,2.64,2.64,2.64,2.64,,,,,,,,,-50.2,647,251,396,,,,,,,2.3,,,,,,858,,,,,-0.03,0.43,43.25,-89.25,847.62,7.84,787.1,7.75,2003,131.481,0.898,-0.46,9.419
627,00:00.0,3429,Kucharik,,,BBL,USA,Wisconsin,UW Arboretum-remnant,2004,1,43.03,-89.43,264,None,,,,Carex pellita,Temperate,Grassland,Natural,Deciduous,Mature,Sable silty clay loam,Dry,0.89,15,34,49,14,7.5,928,,7.5,1053,IRGA,14,1,,1386,,120,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,25,192,0.74,10,2.62,3.46,10,,,Positive,2.62,3.46,3.46,3.46,3.46,,,,,,,,,22.8,643,217,426,,,,,,,2.3,,,,,,952,,,,,-0.03,0.43,43.25,-89.25,847.62,7.84,961.2,8.32,2004,131.481,0.898,0.864,9.704
628,00:00.0,3429,Kucharik,,,BBL,USA,Wisconsin,UW Arboretum-restoration,2004,1,43.03,-89.43,264,None,,,65,Andropogon gerardii,Temperate,Grassland,Natural,Deciduous,Mature,Sable silty clay loam,Dry,1.18,11.7,33,58,9,7.5,928,,7.5,1053,IRGA,14,1,,1510,,92,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,25,168,0.69,10,2.17,3.27,10,,,Positive,2.17,3.27,3.27,3.27,3.27,,,,,,,,,128.7,867,383,484,,,,,,,2.3,,,,,,767,,,,,-0.03,0.43,43.25,-89.25,847.62,7.84,961.2,8.32,2004,131.481,0.898,0.864,9.704
2746,00:00.0,3561,Saiz,,Q04,BBL,Ireland,Laois,Dooary 1,2003,1,52.95,-7.25,260,None,,10,10,Picea sitchensis,Temperate,Forest,Natural,Evergreen,Aggrading,Low humic gley,Dry,,,,,,9.3,804,,9.5,772,IRGA,30,1,Exclusion,991,146,,5.79,200,1.16,50,,566,425,0.57,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,3,14,,0.77,2,20.84,0.154,0,,,,2.24,4.65,4.65,,,,,,,,,,,,,,,,,,,,,,5.3,,,705,520,185,,,,Rh and Ra temperature sensitivities (not entered),0.05,0.25,52.75,-7.25,918.78,9.52,843.2,10.03,2003,141.414,0.561,-0.534,9.722
2747,00:00.0,3561,Saiz,,Q04,BBL,Ireland,Laois,Dooary 2,2003,1,52.95,-7.25,260,None,,15,15,Picea sitchensis,Temperate,Forest,Natural,Evergreen,Aggrading,Low humic gley,Dry,,,,,,9.3,804,,9.5,772,IRGA,30,1,Exclusion,686,109,,3.47,200,0.69,50,,365,321,0.53,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,3,14,,0.66,2,21.96,0.126,0,,,,1.8,3.53,3.53,,,,,,,,,,,,,,,,,,,,,10.5,34.4,,,2820,2612,208,,,,Rh and Ra temperature sensitivities (not entered),0.05,0.25,52.75,-7.25,918.78,9.52,843.2,10.03,2003,141.414,0.561,-0.534,9.722
2748,00:00.0,3561,Saiz,,Q04,BBL,Ireland,Laois,Dooary 3,2003,1,52.95,-7.25,260,None,,31,31,Picea sitchensis,Temperate,Forest,Natural,Evergreen,Aggrading,Low humic gley,Dry,,,,,,9.3,804,,9.5,772,IRGA,30,1,Exclusion,556,83,,2.78,200,0.58,50,,292,264,0.53,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,3,14,,0.56,2,17.11,0.136,0,,,,1.55,3.9,3.9,,,,,,,,,,,,,,,,,,,,,7.2,54,,,3257,3065,192,,,,Rh and Ra temperature sensitivities (not entered),0.05,0.25,52.75,-7.25,918.78,9.52,843.2,10.03,2003,141.414,0.561,-0.534,9.722
2749,00:00.0,3561,Saiz,,Q04,BBL,Ireland,Laois,Cullenagh,2003,1,52.95,-7.25,260,None,,47,47,Picea sitchensis,Temperate,Forest,Natural,Evergreen,Aggrading,Gleyic brown earth,Dry,,,,,,9.3,804,,9.5,772,IRGA,30,1,Exclusion,564,91,,2.78,200,0.46,20,,257,307,0.46,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,3,14,,0.79,2,13.85,0.144,0,,,,1.36,4.23,4.23,,,,,,,,,,,,,,,,,,,,,6.5,57,,,6312,6256,56,,,,Rh and Ra temperature sensitivities (not entered),0.05,0.25,52.75,-7.25,918.78,9.52,843.2,10.03,2003,141.414,0.561,-0.534,9.722
2773,00:00.0,3618,Tang,,,BBL,China,,Dinghushan Nature Reserve,2003.5,2,23.17,112.53,550,None,,,70,Pinus massoniana,Subtropical,Forest,Natural,Evergreen,Aggrading,Lateritic red earths (Oxisols),Dry,1.495,15.7,,,,21.4,1927,,20,,Gas chromatography,14,1,,600,48,,,,,,,,,,,,,,,2.33,0.87,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,8,30,,0.44,5,44.9,0.073,0,,,Positive,0.59,,2.08,2.08,,2.08,8,30,,,,,,,,,,,,,,,,4.5,,,4060,,,95,,10520,,,-0.17,0.47,23.25,112.75,1715.28,21.99,1435.9,22.23,2004,284.431,0.362,-0.982,20.431
2774,00:00.0,3618,Tang,,,BBL,China,,Dinghushan Nature Reserve,2003.5,2,23.17,112.53,550,None,,,,Pinus massoniana; Schima superba; Castanopsis chinensis; Craibiodendron kwangtungense,Subtropical,Forest,Natural,Evergreen,Mature,Lateritic red earths (Oxisols),Dry,1.22,18.4,,,,21.4,1927,,20,,Gas chromatography,14,1,,913,43,,,,,,,,,,,,,,,3.28,1.48,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,8,30,,0.64,5,80.9,0.072,0,,,Positive,1.05,,2.05,2.05,,2.05,8,30,,,,,,,,,,,,,,,,5,,,11620,,,140,,11130,,,-0.17,0.47,23.25,112.75,1715.28,21.99,1435.9,22.23,2004,284.431,0.362,-0.982,20.431
2775,00:00.0,3618,Tang,,,BBL,China,,Dinghushan Nature Reserve,2003.5,2,23.17,112.53,550,None,,,,Castanopsis chinensis; Cryptocarya chinensis; Cryptocarya concinna; Erythopleum fordii; Cyathea podophylla,Subtropical,Forest,Natural,Evergreen,Mature,Lateritic red earths (Oxisols),Dry,1.093,25.9,,,,21.4,1927,,20,,Gas chromatography,14,1,,1077,53,,,,,,,,,,,,,,,3.88,1.82,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,8,30,,0.53,5,107.1,0.067,0,,,Positive,1.32,,1.96,1.96,,1.96,8,30,,,,,,,,,,,,,,,,7.2,,,14780,,,245,,16410,,,-0.17,0.47,23.25,112.75,1715.28,21.99,1435.9,22.23,2004,284.431,0.362,-0.982,20.431
480,00:00.0,3675,Jiabing,,Q03,BBL,China,,Changbai Mountain,2003,1,42.4,128.1,738,None,,,300,Pinus koriaensis,Temperate,Forest,Natural,Evergreen,Mature,Mollisol,Dry,,,,,,3.5,732,,,,IRGA,20,1,,1017,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",,mg CO2/m2/s,-3,18,61,0.85,5,0.038,0.125,0,,,Mixed,3,3.5,4.07,3.5,3.5,,,,,,,1511,1327,184.4,,,,,,,,,,,,,,,,,,,,Q10(5-15) from author calculations,-0.4,-0.1,42.25,128.25,764.26,1.76,695.3,2.68,2003,113.512,0.661,-0.608,6.397
2444,00:00.0,3700,Zhang,,,BBL,China,CN-Din,Dinghushan Mountain National Reserve,2003.5,2,23.17,112.53,,None,,,400,Mix,Subtropical,Forest,Natural,Evergreen,Mature,Lateritic red earths,Dry,0.86,,,,,20.8,1956,,,1298,Gas chromatography,30,1,,590,115,,,,,,260,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,10,30,52,0.58,5,30.37,0.09,0,,,Positive,0.46,,,1.79,,,,,,,,,,,,,,,,414,,,,6.2,,19000,,,,,,,,,-0.17,0.47,23.25,112.75,1715.28,21.99,1435.9,22.23,2004,284.431,0.362,-0.982,21.5
2445,00:00.0,3700,Zhang,,,BBL,China,,Dinghushan Mountain National Reserve,2003.5,2,23.17,112.53,,None,,,50,Schima superba; Pinus massoniana,Subtropical,Forest,Natural,Evergreen,Mature,Lateritic red earths,Dry,1.1,,,,,20.8,1956,,,1298,Gas chromatography,30,1,,933,135,,,,,,314,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,10,30,108,0.72,5,77.78,0.07,0,,,Positive,1.03,,,2,,,,,,,,,,,,,,,,425,,,,4.8,,13000,,,,,,,,,-0.17,0.47,23.25,112.75,1715.28,21.99,1435.9,22.23,2004,284.431,0.362,-0.982,21.5
