Record_number,Study_number,Author,Site_name,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI,Study_TS_Annual,TS_Flag,Annual_TS_Coverage,TS_Source,TAIR1,TAIR2,TAIR3,TAIR4,TAIR5,TAIR6,TAIR7,TAIR8,TAIR9,TAIR10,TAIR11,TAIR12,Rs1,Rs2,Rs3,Rs4,Rs5,Rs6,Rs7,Rs8,Rs9,Rs10,Rs11,Rs12
1187,2656,King,POPFACE,1,42.37,11.8,150,None,,,1,Pinus nigra,Temperate,Forest,Unmanaged,14.1,818,,,,IRGA,21,1,,707,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,,0.33,6.5,2.48,2.3,20,,,,1.08,42.25,11.75,773.76,15.48,759.1,16.65,2000,150.351,0.805,-0.098,16.395,,1,MGRsD,6.2,9.1,11.1,14.4,19.5,23.7,24.6,27,22.4,17.5,14,10.3,,0.306,0.461,0.713,2.392,4.12,4.175,3.378,2.682,2.638,1.093,
1188,2656,King,POPFACE,1,42.37,11.8,150,None,,,2,Pinus nigra,Temperate,Forest,Unmanaged,14.1,818,,,,IRGA,21,1,,753,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,,0.26,6.5,3.19,2.5,20,,,,1.28,42.25,11.75,773.76,15.48,599.8,16.41,2001,150.351,0.805,-1.157,16.275,,1,MGRsD,9.2,8.6,13.1,13,19.4,22.7,25.8,27,20,19.7,12.1,6.3,,2.695,1.079,1.177,2.601,2.552,3.435,3.877,3.558,2.697,1.619,0.489
1195,2656,King,Oak Ridge,1,35.9,-84.33,230,None,,,10,Liquidambar styracifua,Temperate,Forest,Managed,14.2,1390,,,,IRGA,21,1,,598,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,7,25,,0.42,6.5,2.5,2.6,20,,,,0.96,35.75,-84.25,1319.73,14.83,1344.1,14.64,1997,209.974,0.633,0.116,17.62,,1,MGRsD,4.6,8.2,12.2,12.2,17.1,22.5,26.3,24.4,22.3,15.3,6.6,4,,,0.78,,1.704,,2.878,,2.034,,,
1214,2680,Liang,Tomakomai,1,42.73,141.52,125,None,,,45,Larix kaempferi,Temperate,Forest,Managed,7.3,1250,,,,IRGA,0.1,0.42,,665,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,6,22,,0.84,5,0.61,0.11,0,,,Positive,1.83,42.75,141.75,1060.17,6.67,1169.5,5.77,2001,154.676,0.614,0.707,7.19,TAIR_7,0.42,MGRsD and TAIR_Del,-10.1,-9,-1.7,5.6,10.2,14.8,18.9,19.2,15.5,10,2.9,-7.1,,,,,,2.406,3.856,4.259,2.916,1.901,,
1215,2680,Liang,Tomakomai,1,42.73,141.52,125,None,,,45,Larix kaempferi,Temperate,Forest,Managed,7.3,1250,,,,IRGA,0.1,0.42,,1153,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,6,22,,0.1,5,2.01,0.05,0,,,None,3.31,42.75,141.75,1060.17,6.67,1169.5,5.77,2001,154.676,0.614,0.707,7.19,TAIR_7,0.42,MGRsD and TAIR_Del,-10.1,-9,-1.7,5.6,10.2,14.8,18.9,19.2,15.5,10,2.9,-7.1,,,,,,2.406,3.856,4.259,2.916,1.901,,
1216,2680,Liang,Tomakomai,1,42.73,141.52,125,None,,,45,Larix kaempferi,Temperate,Forest,Managed,7.3,1250,,,,IRGA,0.1,0.42,,720,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,6,22,,0.73,5,1.14,0.06,0,,,Negative,2.08,42.75,141.75,1060.17,6.67,1169.5,5.77,2001,154.676,0.614,0.707,7.19,TAIR_7,0.42,MGRsD and TAIR_Del,-10.1,-9,-1.7,5.6,10.2,14.8,18.9,19.2,15.5,10,2.9,-7.1,,,,,,2.406,3.856,4.259,2.916,1.901,,
1217,2680,Liang,Tomakomai,1,42.73,141.52,125,None,,,45,Larix kaempferi,Temperate,Forest,Managed,7.3,1250,,,,Gradient,0.1,0.42,,902,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,6,22,,0.85,5,0.93,0.1,0,,,Positive,2.53,42.75,141.75,1060.17,6.67,1169.5,5.77,2001,154.676,0.614,0.707,7.19,TAIR_7,0.42,MGRsD and TAIR_Del,-10.1,-9,-1.7,5.6,10.2,14.8,18.9,19.2,15.5,10,2.9,-7.1,,,,,,2.406,3.856,4.259,2.916,1.901,,
1261,2771,Smith,Flint Hills,1.5,39,-96,200,None,,,1,Andropogon gerardii; Schizachrium scoparium; Sorghastrum nutans; Panicum virgatum,Temperate,Grassland,Natural,13,835,,,,IRGA,25,1,,858,15,,,,,"Exponential (log1), log(R)=a+b(T-c)",Positive,umol CO2/m2/s,8,32,,0.67,10,-0.33,0.038,0,,,None,1.12,39.25,-95.75,902.59,12.43,666.3,13.14,2000,202.119,0.772,-1.169,17.95,,1,MGRsD,0.2,5,8.4,12.7,20,22.3,25.9,28.9,22.1,15.7,2.8,-6.3,1.497,1.499,3.895,2.484,1.602,0.639,,,,,,
1262,2771,Smith,Flint Hills,1.5,39,-96,200,None,,,40,Juniperus virginiana,Temperate,Forest,Natural,13,835,,,,IRGA,25,1,,534,22,,,,,"Exponential (log1), log(R)=a+b(T-c)",Positive,umol CO2/m2/s,2,32,,0.37,10,-0.344,0.034,0,,,Positive,0.99,39.25,-95.75,902.59,12.43,666.3,13.14,2000,202.119,0.772,-1.169,17.95,,1,MGRsD,0.2,5,8.4,12.7,20,22.3,25.9,28.9,22.1,15.7,2.8,-6.3,1.497,1.499,3.895,2.484,1.602,0.639,,,,,,
1284,3273,Campos C.,Cofre de Perote,1.3,19.53,-96.99,1490,None,,,,Carpinus caroliniana; Liquidambar macrophylla; Ulmus mexicana; others,Subtropical,Forest,Natural,19.3,2081,,,,Alkali absorption,30,1,,436,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,12,20,69,0.12,10,0.65,0.06,0,,,Negative,1.14,19.75,-96.75,1532.99,17.22,1583.9,17.31,2004,184.224,0.478,0.276,17.472,,1,MGRsD,13.3,14.4,16.8,17.7,19.1,19.7,19.5,19.8,18.8,18.7,16.4,13.5,1.193,1.02,1.557,1.293,2.715,2.683,,,,,,
1285,3273,Campos C.,Cofre de Perote,1.3,19.53,-96.99,1490,None,,,,Zea mays; Solanum tuberosum,Subtropical,Agriculture,Managed,19.3,2081,,,,Alkali absorption,30,1,,672,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,13,27,69,0.12,10,0.65,0.06,0,,,Negative,1.14,19.75,-96.75,1532.99,17.22,1583.9,17.31,2004,184.224,0.478,0.276,17.472,,1,MGRsD,13.3,14.4,16.8,17.7,19.1,19.7,19.5,19.8,18.8,18.7,16.4,13.5,1.193,1.02,1.557,1.293,2.715,2.683,,,,,,
1286,3273,Campos C.,Cofre de Perote,1.3,19.53,-96.99,1490,None,,,,Grasses (mix),Subtropical,Grassland,Managed,19.3,2081,,,,Alkali absorption,30,1,,1072,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,13,24,69,0.12,10,0.65,0.06,0,,,Negative,1.14,19.75,-96.75,1532.99,17.22,1583.9,17.31,2004,184.224,0.478,0.276,17.472,,1,MGRsD,13.3,14.4,16.8,17.7,19.1,19.7,19.5,19.8,18.8,18.7,16.4,13.5,1.193,1.02,1.557,1.293,2.715,2.683,,,,,,
1321,3302,Davidson,Harvard Forest-Prospect Hill,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,0.1,1,,864,,,,,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,,,10,0.09,0.987,10,,,Positive,2.08,42.75,-72.25,1077.37,7.47,1331,6.72,1996,167.449,0.73,1.515,7.926,,1,MGRsD,-6.7,-5.5,-2.4,5.8,11.1,17.9,19.3,19.4,14.7,7.5,-0.1,-0.4,,,0.795,1.116,4.188,5.86,5.544,3.435,1.897,0.823,0.466,0.215
1322,3302,Davidson,Harvard Forest-Prospect Hill,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,0.1,1,,617,93,,,,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,,,10,0.09,0.987,10,,,Positive,2.08,42.75,-72.25,1077.37,7.47,912,6.53,1997,167.449,0.73,-0.988,7.831,,1,MGRsD,-6.4,-2,-1.6,4.7,10.1,17.8,19.1,18.1,14,6.9,0.6,-2.9,0.178,0.141,0.39,1.354,1.996,3.746,3.851,3.208,2.492,1.277,0.633,0.382
1323,3302,Davidson,Harvard Forest-Prospect Hill,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,0.1,1,,1005,247,,,,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,,,10,0.09,0.987,10,,,Positive,2.08,42.75,-72.25,1077.37,7.47,928.6,8.23,1998,167.449,0.73,-0.888,8.681,,1,MGRsD,-3.2,-1.7,1,6.8,14.2,17,19.7,19.6,15.3,8.4,2.5,-0.8,0.238,0.201,0.593,1.343,2.628,6.379,5.02,2.196,2.696,1.051,0.835,0.298
1324,3302,Davidson,Harvard Forest-Prospect Hill,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,0.1,1,,452,73,,,,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,,,10,0.09,0.987,10,,,Positive,2.08,42.75,-72.25,1077.37,7.47,990.2,8.01,1999,167.449,0.73,-0.521,8.571,,1,MGRsD,-6.7,-3.3,0.5,6.7,13.5,19.1,21.3,18.6,16.5,6.6,5.3,-2,0.225,0.51,0.652,1.151,1.972,2.936,2.399,1.755,0.968,0.645,0.466,0.393
1325,3302,Davidson,Harvard Forest-Prospect Hill,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,0.1,1,,881,101,,,,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,,,10,0.09,0.987,10,,,Positive,2.08,42.75,-72.25,1077.37,7.47,1120.9,6.69,2000,167.449,0.73,0.26,7.911,,1,MGRsD,-7.4,-3.8,2.6,5.7,12.4,17,18.1,17.9,14,7.5,2.5,-6.2,0.321,0.427,1.246,2.569,4.496,6.354,5.925,3.744,1.742,0.776,0.311,0.024
1326,3302,Davidson,Harvard Forest-Prospect Hill,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,0.1,1,,713,55,,,,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,,,10,0.09,0.987,10,,,Positive,2.08,42.75,-72.25,1077.37,7.47,674,7.51,2001,167.449,0.73,-2.409,8.321,,1,MGRsD,-6.6,-4.8,-1.7,5.7,13.2,18.5,18.2,21,14.5,8.6,4,-0.5,0.321,0.427,1.021,1.378,2.948,5.02,3.412,2.16,1.944,1.193,1.514,0.262
1327,3302,Davidson,Harvard Forest-Prospect Hill,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,0.1,1,,844,157,,,,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,,,10,0.09,0.987,10,,,Positive,2.08,42.75,-72.25,1077.37,7.47,996.1,7.56,2002,167.449,0.73,-0.485,8.346,,1,MGRsD,-2.4,-2.1,0.5,7.5,10.9,16.5,20.3,19.9,16.1,6.8,1.4,-4.7,0.367,0.581,0.938,1.294,1.758,3.865,4.543,4.042,3.076,2.146,1.716,1.537
1328,3302,Davidson,Harvard Forest-Prospect Hill,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,0.1,1,,851,267,,,,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,,,10,0.09,0.987,10,,,Positive,2.08,42.75,-72.25,1077.37,7.47,1202.6,6.51,2003,167.449,0.73,0.748,7.821,,1,MGRsD,-10.5,-7.7,-0.7,4.9,11.2,17.5,20.4,20.5,15.3,7.1,3.5,-3.4,0.367,0.581,1.248,1.39,2.104,2.889,4.353,4.495,2.207,1.062,0.633,
1342,3333,Frank,Northern Great Plains Research Laboratory,2,46.77,-100.92,518,None,,,,Bouteloua gracilis; Stipa comata; Poa pratensis,Temperate,Grassland,Natural,5,404,,,411,IRGA,21,1,,1000,,,,,,"Linear, R=a+b(T-c)",Positive,g C/m2/day,-5,25,42,0.83,3.8,0.4,0.13,0,,,Positive,1.64,46.75,-100.75,444.01,5.78,302,6.42,2002,114.759,1.141,-1.237,15.395,,1,MGRsD,-6.7,-3.6,-7.2,4.7,10.6,20.2,24,20.8,16.3,2.7,0.3,-5.1,,,,,2.099,3.296,4.441,3.57,4.208,2.575,0.866,0.687
1346,3343,Gaumont-Guay,BOREAS SSA-OA,1,53.7,-106.2,,None,,,81,Populus tremuloides,Boreal,Forest,Natural,0.3,456,,3,240,IRGA,0.1,1,,914,165,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,17,,0.82,2,4.1,4.1,10,,,Mixed,3.8,53.75,-106.25,466.77,-0.03,518.6,2.01,2001,98.814,1.161,0.525,4.53,,1,MGRsD,-8.9,-19.1,-4.7,2.4,10.3,13.4,16.8,17.7,11.8,1.4,-3.5,-13.5,0.242,0.11,0.311,1.392,2.983,5.328,7.05,4.752,2.983,1.525,1.216,0.639
1347,3344,Gaumont-Guay,BOREAS SSA-OA,1,53.7,-106.2,,None,,,81,Populus tremuloides,Boreal,Forest,Natural,0.3,456,,0.7,289,IRGA,0.1,1,,745,134,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,17,,0.9,2,3.7,3.6,10,,,Mixed,3.7,53.75,-106.25,466.77,-0.03,328.3,-0.02,2002,98.814,1.161,-1.401,3.781,,1,MGRsD,-16.9,-10.2,-14.7,-3.5,6.3,16.1,18.2,15,9,-2.2,-6.8,-10.5,0.43,0.541,0.464,1.062,1.772,3.346,4.995,5.518,3.493,1.691,0.864,0.562
1348,3344,Gaumont-Guay,BOREAS SSA-OA,1,53.7,-106.2,,None,,,81,Populus tremuloides,Boreal,Forest,Natural,0.3,456,,1.9,254,IRGA,0.1,1,,827,149,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,17,,0.83,2,3.7,3.3,10,,,Mixed,3.7,53.75,-106.25,466.77,-0.03,516.3,0.68,2003,98.814,1.161,0.501,3.781,,1,MGRsD,-18.8,-17.9,-10.4,2.1,10.6,14.2,16.8,18.2,9.3,4.6,-9.6,-10.9,0.336,0.372,1.046,1.456,2.804,5.09,5.426,4.3,3.548,1.597,0.731,0.497
1407,4472,Nishimura,National Institute for Agro-Environmental Sciences,2.5,36.02,140.12,,None,,10,,Oryza sativa,Temperate,Agriculture,Managed,,,,,,IRGA,0.17,1,,416,76,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,2,20,,0.88,,0.516,0.172,0,,,,0.76,36.25,140.25,1336.39,13.61,1469,13.31,2003,193.661,0.615,0.685,12,TAIR_3,0.75,Figure 3,1.8,2.8,5.4,12.5,16.5,20.6,21.1,24.2,22.1,15.6,12.1,5,,,,,,,,,,,,
1416,4587,Tang,Sylvania Wilderness,1,46.24,-89.35,542,None,,,,Acer saccharum; Tsuga canadensis,Temperate,Forest,Natural,3.9,896,,4.3,928,IRGA,25,0.5,,742,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,20,,0.87,10,0.784,0.098,0,,,,,46.25,-89.25,774.29,3.85,899.1,3.79,2002,139.123,0.946,0.897,9.1,TAIR_6,0.5,MGRsD and TAIR_Del,-7.2,-7.2,-9.1,2,7.1,16.6,20,16.8,13.2,3.4,-3.6,-6.5,,,,,,3.545,4.096,3.64,3.259,,,
1417,4587,Tang,Sylvania Wilderness,1,46.24,-89.35,542,None,,,,Tsuga canadensis,Temperate,Forest,Natural,3.9,896,,4.3,928,IRGA,25,0.5,,629,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,4,19,,0.83,10,0.675,0.096,0,,,,,46.25,-89.25,774.29,3.85,899.1,3.79,2002,139.123,0.946,0.897,9.1,TAIR_6,0.5,MGRsD and TAIR_Del,-7.2,-7.2,-9.1,2,7.1,16.6,20,16.8,13.2,3.4,-3.6,-6.5,,,,,,3.545,4.096,3.64,3.259,,,
1418,4587,Tang,Sylvania Wilderness,1,46.24,-89.35,542,None,,,,Acer saccharum; Tsuga canadensis,Temperate,Forest,Natural,3.9,896,,3.6,537,IRGA,25,0.5,,707,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,20,,0.87,10,0.784,0.098,0,,,,2.09,46.25,-89.25,774.29,3.85,637.6,2.97,2003,139.123,0.946,-0.983,9.1,TAIR_6,0.5,MGRsD and TAIR_Del,-13.5,-15,-6.4,1.8,9.3,15,17.2,18,12.5,5.9,-2.8,-6.4,,,,1.651,2.484,2.623,3.513,4.573,3.194,2.159,,
1419,4587,Tang,Sylvania Wilderness,1,46.24,-89.35,542,None,,,,Tsuga canadensis,Temperate,Forest,Natural,3.9,896,,3.6,537,IRGA,25,0.5,,600,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,4,19,,0.83,10,0.675,0.096,0,,,,1.76,46.25,-89.25,774.29,3.85,637.6,2.97,2003,139.123,0.946,-0.983,9.1,TAIR_6,0.5,MGRsD and TAIR_Del,-13.5,-15,-6.4,1.8,9.3,15,17.2,18,12.5,5.9,-2.8,-6.4,,,,1.651,2.484,2.623,3.513,4.573,3.194,2.159,,
1426,4630,Wang,Yanting Agro-ecological Station of Purple Soil,2,31.27,105.47,500,None,,30,30,Alder cremastogyne; Cupressus funebris,Subtropical,Forest,Managed,17.3,826,,,,IRGA,5,1,,602,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,30,,0.36,5,89.081,0.07,0,,,Positive,1.13,31.25,105.25,931.18,16.44,692.8,17.47,2006,128.157,0.495,-1.86,16.187,,1,MGRsD,5.7,7.2,12.6,18.2,22.3,24.8,28.3,29.1,21.3,19.2,13.4,7.5,0.595,0.492,0.636,1.031,1.579,1.746,1.494,1.546,1.581,1.361,0.975,0.576
1427,4630,Wang,Yanting Agro-ecological Station of Purple Soil,2,31.27,105.47,500,None,,30,30,Lolium multiflorum,Subtropical,Grassland,Managed,17.3,826,,,,IRGA,5,1,,480,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,30,,0.33,5,51.564,0.085,0,,,Positive,0.76,31.25,105.25,931.18,16.44,692.8,17.47,2006,128.157,0.495,-1.86,16.187,,1,MGRsD,5.7,7.2,12.6,18.2,22.3,24.8,28.3,29.1,21.3,19.2,13.4,7.5,0.595,0.492,0.636,1.031,1.579,1.746,1.494,1.546,1.581,1.361,0.975,0.576
1428,4630,Wang,Yanting Agro-ecological Station of Purple Soil,2,31.27,105.47,500,None,,30,30,Zea mays; Triticum aestivum,Subtropical,Agriculture,Managed,17.3,826,,,,IRGA,5,1,,452,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,30,,0.31,5,39.351,0.094,0,,,Positive,0.64,31.25,105.25,931.18,16.44,692.8,17.47,2006,128.157,0.495,-1.86,16.187,,1,MGRsD,5.7,7.2,12.6,18.2,22.3,24.8,28.3,29.1,21.3,19.2,13.4,7.5,0.595,0.492,0.636,1.031,1.579,1.746,1.494,1.546,1.581,1.361,0.975,0.576
1429,3927,Lalonde,British Columbia Fluxnet Canada,1.3,49.85,-125.32,320,None,,,55,Pseudotsuga mensiesii,Temperate,Forest,Natural,8.6,1452,,,,IRGA,21,0.67,Exclusion,1200,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,2,22,,0.85,2,1.4,0.053,0,,,None,2.38,49.75,-125.25,1480.27,4.67,1407.7,5.68,2005,262.235,0.706,-0.277,9.25,TAIR_4,0.67,MGRsD and TAIR_Del,-1.3,-0.6,3.3,5.6,9.4,10.6,12.8,13.8,9.5,5.2,0.3,-0.5,0.585,,,1.179,4.964,6.148,5.823,,,,,
1460,1216,Nakane,BOREAS SSA-OBS,1,53.92,-105.08,,None,,,98,Picea mariana,Boreal,Forest,Natural,1.5,389,,,,Alkali absorption,10,0.42,,368,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,5,14,,,0,165,0.107,0,,,,3.04,53.75,-105.25,449.26,0.55,412.6,0.19,1995,79.512,1.131,-0.461,1.24,TAIR_7,0.42,MGRsD and TAIR_Del,-16.2,-14.4,-7.8,-1.3,8.9,16.7,16.3,15.4,10.8,3.1,-11.7,-17.5,,,,,0.18,,,1.022,,,,
1461,1216,Nakane,BOREAS SSA-OBS,1,53.92,-105.08,,None,,,128,Picea mariana,Boreal,Forest,Natural,1.5,389,,,,Alkali absorption,10,0.42,,283,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,5,14,,,0,152,0.093,0,,,,2.43,53.75,-105.25,449.26,0.55,412.6,0.19,1995,79.512,1.131,-0.461,1.24,TAIR_7,0.42,MGRsD and TAIR_Del,-16.2,-14.4,-7.8,-1.3,8.9,16.7,16.3,15.4,10.8,3.1,-11.7,-17.5,,,,,0.18,,,1.022,,,,
1495,1539,Wang,Fallbrook,1,36.72,-119.28,470,None,,,,Grasses (mix),Mediterranean,Grassland,Natural,17.8,31,,,,IRGA,30,0.75,,1560,,,,,,"Linear, R=a+b(T-c)",Negative,mmol CO2/m2/hr,8,33,,0.54,,36.701,-1.105,0,,,Positive,7.13,36.75,-119.25,475.65,15.26,644.1,15.83,1995,123.76,0.866,1.361,18.6,TAIR_3,0.75,MGRsD and TAIR_Del,9.2,9.9,10.5,13,15.7,19.9,24.5,24.9,22.1,17.1,13.6,9.5,,3.952,5.189,5.642,5.531,3.695,2.344,2.077,,,1.499,2.019
1496,1539,Wang,Fallbrook-OCD,1,36.72,-119.28,470,None,,23,23,Citrus limon,Mediterranean,Forest,Managed,17.8,31,,,,IRGA,30,0.75,,1400,,,,,,"Linear, R=a+b(T-c)",None,mmol CO2/m2/hr,8,33,,0.32,,25.136,-0.654,0,,,None,5.17,36.75,-119.25,475.65,15.26,644.1,15.83,1995,123.76,0.866,1.361,18.6,TAIR_3,0.75,MGRsD and TAIR_Del,9.2,9.9,10.5,13,15.7,19.9,24.5,24.9,22.1,17.1,13.6,9.5,,3.952,5.189,5.642,5.531,3.695,2.344,2.077,,,1.499,2.019
1577,4609,Valentini,Sinop,1,-11.41,-55.33,423,None,,,,Protium sagotianum; Dialium guianense; Hevea brasiliensis; Brosimum lactescens,Tropical,Forest,Natural,24,2000,,,,IRGA,30,1,,2887,423,8.825,5.97,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,22,25,11,0.46,,0.02,0.25,0,,,Mixed,,-11.25,-55.25,1857.66,25.78,1848,26.23,2003,242.995,0.576,-0.04,24.17,TAIR_1,0.92,MGRsD and TAIR_Del,25.7,25.4,25.2,25.5,26.3,26.9,27.1,27.4,26.4,26.3,26.2,26.3,,8.242,8.702,9.359,8.734,6.422,4.047,4.078,6.051,,6.952,10.528
1578,4614,Vargas,El Eden Ecological Preserve,1,21.21,-87.18,,None,,,1,Mix,Tropical,Forest,Natural,24.2,1650,,,,Gradient,0.1,1,,3821,822,,,,,"Exponential, R=a exp(b(T-c))",Mixed,umol CO2/m2/s,22,26,,0.58,8,34.88,-0.05,0,,,Mixed,,21.25,-87.25,1487.79,26.51,1059.9,27.21,2006,679.317,0.624,-0.63,24.91,,1,MGRsD,24.3,24.2,26,27.6,28.3,28.8,29.6,29.5,29.2,28.3,25.2,25.5,11.277,11.851,10.359,13.458,11.277,7.718,7.423,9.956,8.29,10.588,8.694,8.178
1579,4616,Vargas,James San Jacinto Mountains Reserve,1,33.81,-116.78,1640,None,,,,Quercus kelloggii; Calocedrus decurrens; Arctostaphylos pringlei; Pinus lambertiana,Mediterranean,Forest,Natural,10.3,507,,,,Gradient,0.1,1,,1022,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,27,,0.35,8,1.396,0.049,0,,,Negative,2.28,33.75,-116.75,267.52,11.23,200.1,11.42,2006,136.536,1.119,-0.494,11.222,,1,MGRsD,5.3,6.5,2.5,7.1,12.4,18.9,22.6,19.7,16.6,11.5,9.4,4.5,1.236,1.347,1.061,2.012,3.309,3.193,3.419,2.512,1.451,1.129,1.018,1.149
1580,4616,Vargas,James San Jacinto Mountains Reserve,1,33.81,-116.78,1640,None,,,,Eriogonum wrightii,Mediterranean,Savanna,Natural,10.3,507,,,,Gradient,0.1,1,,341,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,27,,0.75,8,0.516,0.053,0,,,Positive,0.88,33.75,-116.75,267.52,11.23,200.1,11.42,2006,136.536,1.119,-0.494,11.222,,1,MGRsD,5.3,6.5,2.5,7.1,12.4,18.9,22.6,19.7,16.6,11.5,9.4,4.5,1.236,1.347,1.061,2.012,3.309,3.193,3.419,2.512,1.451,1.129,1.018,1.149
5419,6984,Han,National Field Research Station of Agro-Ecosystem,1,47.43,128.63,240,None,,,,Grasses,Temperate,Grassland,Unmanaged,1.5,550,,1.5,528,Gas chromatography,3.5,0.75,Comparison,205.6,19.6,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-10,25,65,0.64,10,10.09,0.082,0,,,Mixed,0.95,47.25,128.75,600.01,0.06,623.7,0.12,2010,108.012,0.798,0.219,4.77,TAIR_4,0.75,Figure 1 ab and TAIR_Del,-22.8,-21.1,-12.3,0.3,11.9,21.3,19.9,18.7,11.9,3.1,-7.7,-21.8,,,,,,,,,,,,
5420,6984,Han,National Field Research Station of Agro-Ecosystem,1,47.43,128.63,240,None,,,,None,Temperate,Grassland,Managed,1.5,550,,1.5,528,Gas chromatography,3.5,0.75,Comparison,107.4,15.2,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-10,25,63,0.29,10,4.88,0.073,0,,,Mixed,0.42,47.25,128.75,600.01,0.06,623.7,0.12,2010,108.012,0.798,0.219,4.77,TAIR_4,0.75,Figure 1 ab and TAIR_Del,-22.8,-21.1,-12.3,0.3,11.9,21.3,19.9,18.7,11.9,3.1,-7.7,-21.8,,,,,,,,,,,,
