"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rs_max","Rs_maxday","Rs_min","Rs_minday","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","Model_type","Temp_effect","Model_output_units","Model_temp_min","Model_temp_max","Model_N","Model_R2","T_depth","Model_paramA","Model_paramB","Model_paramC","Model_paramD","Model_paramE","WC_effect","R10","Q10_0_10","Q10_5_15","Q10_10_20","Q10_0_20","Q10_other1","Q10_other1_temp_min","Q10_other1_temp_max","Q10_other2","Q10_other2_temp_min","Q10_other2_temp_max","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes","Lat_Adj","Long_Adj","Lat_Round","Long_Round","MAP_Del","MAT_Del","PAnnual_Del","TAnnual_Del","Year","mtr_out","Rs_TAIR_units","Rs_TAIR","Rs_annual_bahn","Rs_annual_bahn_err","labl","higherr","TAIR_LTM_dev","TAIR_dev"
5567,"00:00.0",6548,"Tian",NA,"","BBL","China","","",2010.5,1,29.5,103.6,NA,"None","",NA,NA,"Pleioblastus amarus","Temperate","Forest","Managed","Evergreen","Mature","","Dry",NA,NA,NA,NA,NA,15,1489.8,NA,16,1510.7,"IRGA",30,1,"Exclusion",427,NA,NA,2,165,0.25,15,132,208,87,0.49,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",5,23,NA,0.8,10,0.1946,0.10161,0,NA,NA,"",0.538,NA,2.762,2.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.5,0.4,29.75,103.75,1389.65,15.79,1144.7,15.64,2011,FALSE,0.989011707979072,0.989011707979072,450.764640736634,0.06,NA,FALSE,0.789999999999999,0.210000000000001
5568,"00:00.0",6561,"Wang",NA,"","BBL","China","","Wanmulin Nature Reserve",2009.5,1,27.05,118.15,393,"None","",NA,NA,"Citrus reticulata","Temperate","Forest","Managed","Deciduous","Mature","","Dry",1.16,NA,NA,NA,NA,19.4,1731,NA,NA,NA,"IRGA",30,1,"",1001,NA,NA,3.76,195,NA,NA,NA,NA,NA,NA,2.55,3.52,2.89,1.77,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",7,25,NA,0.86,5,1.087,0.046,0,NA,NA,"Positive",1.722,NA,1.584,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,"",-0.05,-0.15,27.25,118.25,1754.03,17.13,2445.8,17.03,2010,FALSE,2.37928877297544,2.37928877297544,1089.56787714713,0.09,NA,FALSE,2.27,NA
5569,"00:00.0",6561,"Wang",NA,"","BBL","China","","Wanmulin Nature Reserve",2009.5,1,27.05,118.15,393,"None","",NA,NA,"Castanea henryi","Temperate","Forest","Managed","Deciduous","Mature","","Dry",1.23,NA,NA,NA,NA,19.4,1731,NA,NA,NA,"IRGA",30,1,"",577,NA,NA,2.69,225,NA,NA,NA,NA,NA,NA,1.23,1.86,2.22,0.88,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",7,25,NA,0.73,5,0.49,0.056,0,NA,NA,"Positive",0.858,NA,1.751,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,NA,NA,NA,"",-0.05,-0.15,27.25,118.25,1754.03,17.13,2445.8,17.03,2010,FALSE,1.27166887435087,1.27166887435087,580.379390669265,0.01,NA,FALSE,2.27,NA
5109,"00:00.0",6566,"Wang",NA,"","BBL","China","","Qianyanzhou Ecological Station",2004,1,26.74416667,115.0591667,102,"None","",NA,20,"Pinus elliotti","Subtropical","Forest","Managed","Evergreen","Mature","Typic Dystrudepts Udepts Inceptisols","Dry",1.57,NA,NA,NA,NA,17.9,1469,747,NA,NA,"Gas chromatography",3.5,1,"",548,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b/((273.15+c)*8.314)*(1-273.15-c)/T), T in K","Positive","mg C/m2/hr",5,30,NA,0.63,5,42.41,43448.32,10,NA,NA,"Positive",0.9625,NA,1.915,1.873,NA,1.85,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.256,-0.059,26.75,115.25,1531.99,17.51,1412.8,17.83,2004,FALSE,6.11696669793342e-126,1.41596450434834e-127,1.33303751016974e-125,1,NA,TRUE,0.389999999999997,NA
5110,"00:00.0",6566,"Wang",NA,"","BBL","China","","Qianyanzhou Ecological Station",2005,1,26.74416667,115.0591667,102,"None","",NA,20,"Pinus elliotti","Subtropical","Forest","Managed","Evergreen","Mature","Typic Dystrudepts Udepts Inceptisols","Dry",1.57,NA,NA,NA,NA,17.9,1469,747,NA,NA,"Gas chromatography",3.5,1,"",632,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b/((273.15+c)*8.314)*(1-273.15-c)/T), T in K","Positive","mg C/m2/hr",5,30,NA,0.63,5,42.41,43448.32,10,NA,NA,"Positive",0.9625,NA,1.915,1.873,NA,1.85,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.256,-0.059,26.75,115.25,1531.99,17.51,1412.8,17.44,2005,FALSE,8.91395252513177e-129,2.06341492316724e-130,1.87525207831636e-128,1,NA,TRUE,0.389999999999997,NA
5111,"00:00.0",6566,"Wang",NA,"","BBL","China","","Qianyanzhou Ecological Station",2006,1,26.74416667,115.0591667,102,"None","",NA,20,"Pinus elliotti","Subtropical","Forest","Managed","Evergreen","Mature","Typic Dystrudepts Udepts Inceptisols","Dry",1.57,NA,NA,NA,NA,17.9,1469,747,NA,NA,"Gas chromatography",3.5,1,"",758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","R10 (L&T), R=a exp(b/((273.15+c)*8.314)*(1-273.15-c)/T), T in K","Positive","mg C/m2/hr",5,30,NA,0.63,5,42.41,43448.32,10,NA,NA,"Positive",0.9625,NA,1.915,1.873,NA,1.85,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.256,-0.059,26.75,115.25,1531.99,17.51,1688.8,17.93,2006,FALSE,3.11859551959873e-125,7.21897106398083e-127,6.85623016467938e-125,1,NA,TRUE,0.389999999999997,NA
5216,"00:00.0",6755,"Chen",NA,"Q01","BBL","China","","Tian’e Zhou wetland",2009.5,1,29.49,112.23,NA,"None","",NA,NA,"Carex argyi","Subtropical","Wetland","Natural","Evergreen","Mature","","Dry",NA,NA,NA,NA,NA,16,1200,NA,NA,NA,"IRGA",30,1,"",636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",10,35,NA,0.349,5,0.7387,0.0418,0,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.49,-0.23,29.25,112.25,1327.34,17.07,1689.2,17.46,2010,FALSE,1.53259841528995,1.53259841528995,700.170818172147,0.1,NA,FALSE,1.07,NA
5234,"00:00.0",6762,"Chen",NA,"","BBL","China","Beijing","Beijing Olympic Forest Park",2011,1,40.01666667,116.3833333,51,"None","",NA,NA,"Pinus tabulaeformi; Sophora japonica","Temperate","Forest","Managed","Deciduous","Mature","Fluvo-aquic","Dry",1.62,NA,NA,NA,NA,10,600,NA,NA,NA,"IRGA",0.1,0.75,"",475,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","umol CO2/m2/s",0,30,NA,0.76,5,0.757,2.288,10,NA,NA,"Mixed",0.76,2.3,2.3,2.3,2.3,2.3,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.017,-0.383,40.25,116.25,551.46,13.09,626.7,13.27,2011,FALSE,0.992288591153386,0.992288591153386,452.266233369123,0.05,NA,FALSE,3.09,NA
5237,"00:00.0",6768,"Cheng",NA,"","BBL","China","Shanghai","Hydraulic Technique Popularization Station",2009,3,31.2,121.12,NA,"None","",NA,NA,"Oryza sativa; Triticum aestivum","Temperate","Agriculture","Managed","Deciduous","Aggrading","Sandy loam","Dry",1.68,9.49,NA,NA,NA,17.7,1044.7,NA,NA,NA,"IRGA",15,1,"",742,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,30,NA,0.863,5,0.93,0.063,0,NA,NA,"",1.746,1.878,1.878,1.878,1.878,1.878,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.2,-0.12,31.25,121.25,1042.08,16.28,1197,17.23,2009,FALSE,2.7536279786182,2.7536279786182,1261.98756322075,0.7,NA,FALSE,1.42,NA
5239,"00:00.0",6769,"Cheng",NA,"","BBL","China","Guizhou","",2008.5,1,26.53333333,106.7666667,1200,"None","",NA,NA,"Pinus massoniana","Subtropical","Forest","","Evergreen","Mature","Limsestone (sandy silt)","Dry",NA,NA,NA,NA,NA,14.8,1118,NA,NA,NA,"Gas chromatography",15,1,"",1175,117,NA,7.92,NA,0.6768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.111,1.698,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",6,23,NA,0.87,5,88.1,0.099,0,NA,NA,"None",1.497,NA,NA,2.69,NA,2.69,6,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.467,0.233,26.75,106.75,1133.51,13.8,962.4,13.44,2009,FALSE,333.296516242766,2.10414456888421,962.929527924272,0.18,NA,FALSE,1,NA
5419,"00:00.0",6984,"Han",NA,"","BBL","China","Heilongjiang","National Field Research Station of Agro-Ecosystem",2010,1,47.43,128.63,240,"None","",NA,NA,"Grasses","Temperate","Grassland","Unmanaged","Deciduous","Mature","Silty clay loam (Mollisols)","Dry",1.01,NA,NA,NA,NA,1.5,550,NA,NA,528,"Gas chromatography",3.5,0.75,"Comparison",205.6,19.6,NA,NA,NA,NA,NA,NA,27.3,178.3,0.13,NA,NA,NA,NA,0.141,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",-10,25,65,0.64,10,10.09,0.082,0,NA,NA,"Mixed",0.95,2.27,2.27,2.27,2.27,2.27,-10,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6400,NA,"",-0.43,0.37,47.25,128.75,600.01,0.06,623.7,0.12,2010,FALSE,10.1897756913326,0.235874435789768,106.676233154087,0.48,NA,FALSE,1.44,NA
5420,"00:00.0",6984,"Han",NA,"","BBL","China","Heilongjiang","National Field Research Station of Agro-Ecosystem",2010,1,47.43,128.63,240,"None","",NA,NA,"None","Temperate","Grassland","Managed","Deciduous","Mature","Silty clay loam (Mollisols)","Dry",1.06,NA,NA,NA,NA,1.5,550,NA,NA,528,"Gas chromatography",3.5,0.75,"Comparison",107.4,15.2,NA,NA,NA,NA,NA,NA,0,107.4,0,NA,NA,NA,NA,0.202,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",-10,25,63,0.29,10,4.88,0.073,0,NA,NA,"Mixed",0.42,2.075,2.075,2.075,2.075,2.075,-10,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5730,NA,"",-0.43,0.37,47.25,128.75,600.01,0.06,623.7,0.12,2010,FALSE,4.92293658768351,0.113956864726313,51.3359036966662,0.52,NA,FALSE,1.44,NA
5421,"00:00.0",6984,"Han",NA,"","BBL","China","Heilongjiang","National Field Research Station of Agro-Ecosystem",2010,1,47.43,128.63,240,"None","",NA,1,"Zea mays","Temperate","Agriculture","Managed","Deciduous","Mature","Silty clay loam (Mollisols)","Dry",1.07,NA,NA,NA,NA,1.5,550,NA,NA,528,"Gas chromatography",3.5,0.75,"Comparison",215.2,23.9,NA,NA,NA,NA,NA,NA,48.2,167,0.22,NA,NA,NA,NA,0.49,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",-10,25,58,0.23,10,17.42,0.051,0,NA,NA,"Mixed",1.21,1.665,1.665,1.665,1.665,1.665,-10,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6660,NA,"",-0.43,0.37,47.25,128.75,600.01,0.06,623.7,0.12,2010,FALSE,17.5269372943482,0.405716138476292,184.026770398557,0.14,NA,FALSE,1.44,NA
5422,"00:00.0",6984,"Han",NA,"","BBL","China","Heilongjiang","National Field Research Station of Agro-Ecosystem",2010,1,47.43,128.63,240,"None","",NA,1,"Glycine max","Temperate","Agriculture","Managed","Deciduous","Mature","Silty clay loam (Mollisols)","Dry",1.06,NA,NA,NA,NA,1.5,550,NA,NA,528,"Gas chromatography",3.5,0.75,"Comparison",315.1,26.8,NA,NA,NA,NA,NA,NA,86.5,228.6,0.27,NA,NA,NA,NA,0.974,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",-10,25,58,0.13,10,22.81,0.043,0,NA,NA,"Mixed",1.46,1.537,1.537,1.537,1.537,1.537,-10,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6380,NA,"",-0.43,0.37,47.25,128.75,600.01,0.06,623.7,0.12,2010,FALSE,22.9280037879462,0.53074082502794,241.085550431873,0.23,NA,FALSE,1.44,NA
5423,"00:00.0",6984,"Han",NA,"","BBL","China","Heilongjiang","National Field Research Station of Agro-Ecosystem",2010,1,47.43,128.63,240,"None","",NA,1,"Triticum aestivum","Temperate","Agriculture","Managed","Deciduous","Mature","Silty clay loam (Mollisols)","Dry",1.14,NA,NA,NA,NA,1.5,550,NA,NA,528,"Gas chromatography",3.5,0.75,"Comparison",170.9,3.4,NA,NA,NA,NA,NA,NA,41.6,129.3,0.24,NA,NA,NA,NA,0.39,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",-10,25,60,0.35,10,7.57,0.081,0,NA,NA,"Mixed",0.71,2.248,2.248,2.248,2.248,2.248,-10,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6280,NA,"",-0.43,0.37,47.25,128.75,600.01,0.06,623.7,0.12,2010,FALSE,7.64393916219136,0.176943035029401,79.8998738934472,0.53,NA,FALSE,1.44,NA
5260,"00:00.0",7044,"Jeong",NA,"","BBL","South Korea","","Wola National Experimental Forest",2010,2,35.20583333,128.1733333,150,"None","",NA,40,"Pinus densiflora","Temperate","Forest","Natural","Evergreen","Mature","Silt loam (Inceptisol)","Dry",1.22,19.2,NA,NA,NA,13.1,1490,NA,NA,NA,"IRGA",30,1,"",1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",5,25,NA,0.89,8,0.0805,0.1047,0,NA,NA,"",1.448,NA,2.85,2.85,NA,2.85,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.48,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.206,-0.173,35.25,128.25,1447.82,13.53,1724.8,13.45,2010,FALSE,0.329136376931502,2.07788116745364,950.845990696007,0.12,NA,FALSE,0.43,NA
5261,"00:00.0",7044,"Jeong",NA,"Q01","BBL","South Korea","","Wola National Experimental Forest",2010,2,35.20583333,128.1733333,150,"None","",NA,40,"Pinus densiflora","Temperate","Forest","Natural","Evergreen","Mature","Silt loam (Inceptisol)","Dry",1.23,20.2,NA,NA,NA,13.1,1490,NA,NA,NA,"IRGA",30,1,"",925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",5,25,NA,0.95,8,0.084,0.1077,0,NA,NA,"",1.557,NA,2.94,2.94,NA,2.94,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.35,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.206,-0.173,35.25,128.25,1447.82,13.53,1724.8,13.45,2010,FALSE,0.357588111980125,2.25750070689827,1033.50315430566,0.12,NA,FALSE,0.43,NA
5262,"00:00.0",7044,"Jeong",NA,"","BBL","South Korea","","Wola National Experimental Forest",2010,2,35.20583333,128.1733333,150,"None","",NA,40,"Pinus densiflora","Temperate","Forest","Natural","Evergreen","Mature","Silt loam (Inceptisol)","Dry",1.07,26.5,NA,NA,NA,13.1,1490,NA,NA,NA,"IRGA",30,1,"",1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",5,25,NA,0.92,8,0.0577,0.1282,0,NA,NA,"",1.313,NA,3.6,3.6,NA,3.6,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.44,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.206,-0.173,35.25,128.25,1447.82,13.53,1724.8,13.45,2010,FALSE,0.32361261686945,2.0430089448404,934.802894339737,0.15,NA,FALSE,0.43,NA
5263,"00:00.0",7044,"Jeong",NA,"Q01","BBL","South Korea","","Wola National Experimental Forest",2010,2,35.20583333,128.1733333,150,"None","",NA,40,"Pinus densiflora","Temperate","Forest","Natural","Evergreen","Mature","Silt loam (Inceptisol)","Dry",1.05,25.2,NA,NA,NA,13.1,1490,NA,NA,NA,"IRGA",30,1,"",1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",5,25,NA,0.83,8,0.0348,0.1448,0,NA,NA,"",0.935,NA,4.26,4.26,NA,4.26,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.82,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.206,-0.173,35.25,128.25,1447.82,13.53,1724.8,13.45,2010,FALSE,0.244002235413123,1.54041815282859,703.76262245837,0.35,NA,FALSE,0.43,NA
5264,"00:00.0",7044,"Jeong",NA,"","BBL","South Korea","","Wola National Experimental Forest",2010,2,35.20583333,128.1733333,150,"None","",NA,40,"Pinus densiflora","Temperate","Forest","Natural","Evergreen","Mature","Silt loam (Inceptisol)","Dry",1,19.3,NA,NA,NA,13.1,1490,NA,NA,NA,"IRGA",30,1,"",789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",0,25,NA,0.82,8,0.0587,0.1033,0,NA,NA,"",1.041,NA,2.81,2.81,NA,2.81,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.206,-0.173,35.25,128.25,1447.82,13.53,1724.8,13.45,2010,FALSE,0.23552680457575,1.486911645018,679.187717447059,0.14,NA,FALSE,0.43,NA
5433,"00:00.0",7053,"Jin",NA,"","BBL","China","Fujian","Zhangzhou Mangrove Nature Reserve",2011,1,24.4,117.91,NA,"None","",NA,NA,"Kandelia candel","Subtropical","Wetland","Natural","","Mature","","Wet",NA,NA,NA,NA,NA,21,1371,NA,21,1628,"IRGA",30,1,"",650,NA,NA,6.18,195,0.36,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",9,30,NA,NA,5,0.103,0.119,0,NA,NA,"Negative",0.339,NA,NA,3.287,NA,3.287,9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.1,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.4,0.09,24.25,117.75,1284.22,20.65,970.9,20.75,2011,FALSE,1.25354270826386,1.25354270826386,572.062404433547,0.12,NA,FALSE,0.350000000000001,0.350000000000001
5778,"00:00.0",7238,"Miao",NA,"","BBL","USA","","Alligator River National Wildlife Refuge",2010.5,1.5,35.78,-75.9,NA,"None","",NA,NA,"Nyssa sylvatica; Nyssa biflora; Taxodium distichum","Temperate","Forest","Natural","Deciduous","Mature","Pungo and Belhaven mucks","Wet",0.08,NA,NA,NA,NA,16.8,1298,NA,NA,NA,"IRGA",0.1,1,"",1325,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","g C/m2/day",4,17,NA,0.69,5,10.58,3.65,24,NA,NA,"",NA,NA,NA,NA,NA,3.65,4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,37500,NA,NA,310,NA,NA,NA,"",0.22,0.1,35.75,75.75,1201.94,17,1081.7,17.14,2011,TRUE,4.35264013882882,4.19814828274797,1928.39770987845,0.46,NA,FALSE,0.199999999999999,NA
5779,"00:00.0",7238,"Miao",NA,"","BBL","USA","","Alligator River National Wildlife Refuge",2010.5,1.5,35.78,-75.9,NA,"None","",NA,NA,"Nyssa sylvatica; Nyssa biflora; Taxodium distichum","Temperate","Forest","Natural","Deciduous","Mature","Pungo and Belhaven mucks","Wet",0.08,NA,NA,NA,NA,16.8,1298,NA,NA,NA,"IRGA",0.1,1,"",621,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","g C/m2/day",1,15,NA,0.69,5,7.55,12.94,24,NA,NA,"",NA,NA,NA,NA,NA,12.94,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,37500,NA,NA,310,NA,NA,NA,"",0.22,0.1,35.75,75.75,1201.94,17,1081.7,17.14,2011,TRUE,1.30364708554713,1.25737566142367,573.821057796686,0.08,NA,FALSE,0.199999999999999,NA
5780,"00:00.0",7238,"Miao",NA,"","BBL","USA","","Alligator River National Wildlife Refuge",2010.5,1.5,35.78,-75.9,NA,"None","",NA,NA,"Nyssa sylvatica; Nyssa biflora; Taxodium distichum","Temperate","Forest","Natural","Deciduous","Mature","Pungo and Belhaven mucks","Wet",0.08,NA,NA,NA,NA,16.8,1298,NA,NA,NA,"IRGA",0.1,1,"",430,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","g C/m2/day",2,8,NA,0.59,5,4.77,9.06,24,NA,NA,"",NA,NA,NA,NA,NA,9.06,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,37500,NA,NA,310,NA,NA,NA,"",0.22,0.1,35.75,75.75,1201.94,17,1081.7,17.14,2011,TRUE,1.05178854214184,1.01445654158647,462.425131186013,0.08,NA,FALSE,0.199999999999999,NA
5785,"00:00.0",7289,"Ohtsuka",NA,"","BBL","Japan","","",2007,2,35.45,138.77,1030,"None","",NA,95,"Pinus densiflora; Ilex pedunculosa","Temperate","Forest","Natural","Evergreen","Mature","","Dry",NA,NA,NA,NA,NA,9.7,2025,NA,NA,NA,"IRGA",30,0.75,"Extraction",610,290,NA,NA,NA,NA,NA,NA,190,420,0.31,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",1,23,NA,0.72,5,91.5,0.107,0,NA,NA,"",1.684,2.915,2.915,2.915,2.915,2.915,1,23,NA,NA,NA,NA,NA,290,730,NA,NA,190,NA,349,NA,NA,NA,NA,42.5,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.45,0.23,35.25,138.75,2061.45,10.81,2068.7,11.08,2007,FALSE,299.435481090825,1.8903754181744,864.601016141657,0.42,NA,FALSE,1.11,NA
5461,"00:00.0",7290,"Oishi",NA,"","BBL","USA","North Carolina","Duke Forest",2001.5,10,35.97,-79.13,160,"None","",NA,14,"Pinus taeda","Temperate","Forest","Managed","Evergreen","Aggrading","Enon silt loam","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRGA",0.375,1,"",1430.1,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",5,25,NA,0.775,10,2.0725,0.122817749,10,NA,NA,"",2.0725,NA,3.415,3.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,42,NA,NA,NA,NA,NA,NA,NA,NA,"Year-specific Rs from PI email",0.03,0.13,35.75,-79.25,1140.16,14.5,1062.5,15.36,2002,FALSE,4.00305869504579,4.00305869504579,1838.31188685476,0.29,NA,FALSE,NA,NA
