Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rs_max,Rs_maxday,Rs_min,Rs_minday,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,Lat_Adj,Long_Adj,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI
4994,00:00.0,6451,Pannatier,,,BBL,Switzerland,,Vordemwald,2003,1,47.26666667,7.883333333,480,None,,,100,Abies alba,Temperate,Forest,Natural,Evergreen,Mature,Dystric Planosol,Dry,,,,,,8.4,1106,,,,IRGA,30,1,,572,68,33,,,,,,,,,,,,,,,,,,"Arrhenius, R=a*exp(-b/RT), T in K",Positive,mg C/m2/hr,0,15,,0.79,5,2.61E+13,62.7,,,,Positive,1.637,2.651,2.562,,,,,,,,,,,380,666,436,230,178,,,,,,6.1,50.2,,,,,178,,,,,-0.267,0.117,47.25,7.75,1089.28,9,742.5,9.73,2003,165.253,0.669,-2.098
4995,00:00.0,6451,Pannatier,,,BBL,Switzerland,,Vordemwald,2004,1,47.26666667,7.883333333,480,None,,,100,Abies alba,Temperate,Forest,Natural,Evergreen,Mature,Dystric Planosol,Dry,,,,,,8.4,1106,,,,IRGA,30,1,,619,52,33,,,,,,,,,,,,,,,,,,"Arrhenius, R=a*exp(-b/RT), T in K",Positive,mg C/m2/hr,0,15,,0.79,5,2.61E+13,62.7,,,,Positive,1.637,2.651,2.562,,,,,,,,,,,561,870,606,264,178,,,,,,6.1,50.2,,,,,178,,,,,-0.267,0.117,47.25,7.75,1089.28,9,1158.9,9.22,2004,165.253,0.669,0.421
4996,00:00.0,6451,Pannatier,,,BBL,Switzerland,,Vordemwald,2005,1,47.26666667,7.883333333,480,None,,,100,Abies alba,Temperate,Forest,Natural,Evergreen,Mature,Dystric Planosol,Dry,,,,,,8.4,1106,,,,IRGA,30,1,,573,58,,,,,,,,,,,,,,,,,,,"Arrhenius, R=a*exp(-b/RT), T in K",Positive,mg C/m2/hr,0,15,,0.79,5,2.61E+13,62.7,,,,Positive,1.637,2.651,2.562,,,,,,,,,,,524,810,556,254,178,,,,,,6.1,50.2,,,,,178,,,,,-0.267,0.117,47.25,7.75,1089.28,9,1158.9,8.93,2005,165.253,0.669,0.421
4999,00:00.0,6458,Payeur-Poirier,,,BBL,Canada,Qu??bec,EOBS,2008,1,49.692,-74.342,,None,,,105,Picea mariana; Pinus banksiana,Boreal,Forest,Natural,Evergreen,Mature,Ferro-humic to humic podzols,Mixed,,,,,,,,,,,IRGA,25,0.5,,593,,,,,,,,,,,,,,,,,,,,"Q10, R=a exp((bT-c)/10)",Positive,umol CO2/m2/s,0,15,,0.79,15,3.32,3.8,15,,,None,3.32,3.8,3.8,,,,,,,,,646,640,6,593,,,,,,,,,3.7,74,,,,,,,,,,0.308,0.342,49.75,-74.25,978.25,-0.46,1177.8,0.43,2008,117.115,1.098,1.704
5000,00:00.0,6458,Payeur-Poirier,,,BBL,Canada,Qu??bec,HBS00,2008,1,49.267,-74.037,,None,,,8,Picea mariana; Pinus banksiana,Boreal,Forest,Managed,Evergreen,Mature,Ferro-humic to humic podzols,Mixed,,,,,,,,,,,IRGA,25,0.5,,500,,,,,,,,,,,,,,,,,,,,"Q10, R=a exp((bT-c)/10)",Positive,umol CO2/m2/s,0,15,,0.68,15,2.48,2.91,15,,,None,2.48,2.91,2.91,,,,,,,,,504,591,-87,500,,,,,,,,,0,0,,,,,,,,,,-0.267,0.037,49.25,-74.25,920.19,0.17,853,0.98,2008,117.896,0.968,-0.57
5001,00:00.0,6458,Payeur-Poirier,,,BBL,Canada,Qu??bec,HBS75,2008,1,49.76,-74.571,,None,,,33,Picea mariana; Pinus banksiana,Boreal,Forest,Managed,Evergreen,Mature,Ferro-humic to humic podzols,Mixed,,,,,,,,,,,IRGA,25,0.5,,644,,,,,,,,,,,,,,,,,,,,"Q10, R=a exp((bT-c)/10)",Positive,umol CO2/m2/s,0,15,,0.71,15,4.2,3.71,15,,,None,4.2,3.71,3.71,,,,,,,,,1107,964,143,644,,,,,,,,,1.9,3,,,,,,,,,,0.24,-0.429,49.75,-74.75,956.89,0.05,1176.8,0.68,2008,113.458,0.916,1.938
5002,00:00.0,6462,Pearson,,Q01,BBL,Finland,,Hyyti??l??,2008,2,62.51666667,24.28861111,,None,,,2,Pinus sylvestris,Boreal,Forest,Managed,Evergreen,Aggrading,Histosol,Wet,,,,,,,,,,,IRGA,14,1,,1050,,,,,,,,,,,,,,,,,,,,"R10 (L&T), R=a exp(b((1/c)-(1/T+d))(WTL), Rh",Positive,g CO2/m2/hr,0,15,111,0.57,5,0.16,270.71,10,-46.02,,Mixed,1.01,2.858,2.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.483,-0.289,62.75,24.25,613.82,2.34,699.6,4.02,2008,85.961,1.105,0.998
5005,00:00.0,6462,Pearson,,Q01,BBL,Finland,,Hyyti??l??,2008,2,62.51666667,24.28861111,,None,,,2,Pinus sylvestris,Boreal,Forest,Managed,Evergreen,Aggrading,Histosol,Dry,,,,,,,,,,,IRGA,14,1,,950,,,,,,,,,,,,,,,,,,,,"R10 (L&T), R=a exp(b((1/c)-(1/T+d))(WTL), Rh",Positive,g CO2/m2/hr,0,15,111,0.57,5,0.14,290.47,10,-46.02,,Mixed,0.884,3.085,2.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.483,-0.289,62.75,24.25,613.82,2.34,699.6,4.02,2008,85.961,1.105,0.998
5014,00:00.0,6479,Richards,,Q03,BBL,Australia,Northern Territory,Territory Wildlife Park,2010,1,-12.695,132.1055556,,None,,,,Eucalyptus miniata; Eucalyptus tetrodont; Corymbia bleeseri,Tropical,Savanna,Natural,Deciduous,Mature,Petroferric Red Kandosol,Dry,,,,,,,1401,,,,IRGA,170,0.1,Exclusion,1780,,,,,,,,,,,,,,,,6.8,2.3,,,"Exponential, R=exp(a+bT)",Negative,mmol CO2/m2/day,25,54,,,2.5,14.27,-0.29,,,,Mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.305,-0.106,-12.75,132.25,1469.49,27.49,1745,27.8,2010,275.622,0.41,1
5028,00:00.0,6492,Salm,,,BBL,Estonia,Soomaa National Park,natural,2009,1,59.1,27.5,,None,,,,Calluna vulgaris; Empetrum nigrum; Andromeda polifolia; Oxycoccus palustris; Pinus sylvestris; Sphagnum spp.,Boreal,Wetland,Natural,Deciduous,Mature,Histosol,Wet,,,,,,,,,,,IRGA,30,1,,151,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,0,20,,,,7.22,0.15,0,,,Negative,0.749,4.482,4.482,4.482,4.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,0.5,59.25,27.75,607.42,4.94,659,5.53,2009,136.53,1.059,0.378
5032,00:00.0,6493,Samuelson,,,BBL,USA,Alabama,Escambia Experimental Forest,2008,1,31.01666667,-87.06666667,,None,,,50,Pinus palustris,Subtropical,Forest,Managed,Evergreen,Mature,Sandy loam (Kandiodults),Dry,,,,,,,1648,,,,IRGA,30,0.9,,1320,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,25,,0.96,10,0.4723,0.0995,0,,,,1.277,,,2.705,,2.705,8,25,,,,,,,,40,10,,,,,,,,7,,,,220,120,590,24400,,,-0.017,0.067,31.25,-87.25,1538.29,18.58,1429.8,18.33,2008,251.711,0.55,-0.431
5033,00:00.0,6493,Samuelson,,,BBL,USA,Alabama,Escambia Experimental Forest,2008,1,31.01666667,-87.06666667,,None,,,50,Pinus palustris,Subtropical,Forest,Managed,Evergreen,Mature,Sandy loam (Kandiodults),Dry,,,,,,,1648,,,,IRGA,30,0.9,,1490,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,25,,0.96,10,0.4723,0.0995,0,,,,1.277,,,2.705,,2.705,8,25,,,,,,,,100,20,,,,,,,,8,,,,160,80,590,18000,,,-0.017,0.067,31.25,-87.25,1538.29,18.58,1429.8,18.33,2008,251.711,0.55,-0.431
5034,00:00.0,6493,Samuelson,,,BBL,USA,Alabama,Escambia Experimental Forest,2008,1,31.01666667,-87.06666667,,None,,,50,Pinus palustris,Subtropical,Forest,Managed,Evergreen,Mature,Sandy loam (Kandiodults),Dry,,,,,,,1648,,,,IRGA,30,0.9,,1120,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,25,,0.96,10,0.4723,0.0995,0,,,,1.277,,,2.705,,2.705,8,25,,,,,,,,190,40,,,,,,,,13,,,,250,120,590,19700,,,-0.017,0.067,31.25,-87.25,1538.29,18.58,1429.8,18.33,2008,251.711,0.55,-0.431
5035,00:00.0,6493,Samuelson,,,BBL,USA,Alabama,Escambia Experimental Forest,2008,1,31.01666667,-87.06666667,,None,,,50,Pinus palustris,Subtropical,Forest,Managed,Evergreen,Mature,Sandy loam (Kandiodults),Dry,,,,,,,1648,,,,IRGA,30,0.9,,1100,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,25,,0.96,10,0.4723,0.0995,0,,,,1.277,,,2.705,,2.705,8,25,,,,,,,,110,20,,,,,,,,14,,,,280,120,310,11400,,,-0.017,0.067,31.25,-87.25,1538.29,18.58,1429.8,18.33,2008,251.711,0.55,-0.431
5036,00:00.0,6493,Samuelson,,,BBL,USA,Alabama,Escambia Experimental Forest,2008,1,31.01666667,-87.06666667,,None,,,50,Pinus palustris,Subtropical,Forest,Managed,Evergreen,Mature,Sandy loam (Kandiodults),Dry,,,,,,,1648,,,,IRGA,30,0.9,,1480,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,25,,0.96,10,0.4723,0.0995,0,,,,1.277,,,2.705,,2.705,8,25,,,,,,,,60,10,,,,,,,,15,,,,320,110,700,30300,,,-0.017,0.067,31.25,-87.25,1538.29,18.58,1429.8,18.33,2008,251.711,0.55,-0.431
5037,00:00.0,6493,Samuelson,,,BBL,USA,Alabama,Escambia Experimental Forest,2008,1,31.01666667,-87.06666667,,None,,,50,Pinus palustris,Subtropical,Forest,Managed,Evergreen,Mature,Sandy loam (Kandiodults),Dry,,,,,,,1648,,,,IRGA,30,0.9,,1570,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,25,,0.96,10,0.4723,0.0995,0,,,,1.277,,,2.705,,2.705,8,25,,,,,,,,180,30,,,,,,,,16,,,,300,110,610,23600,,,-0.017,0.067,31.25,-87.25,1538.29,18.58,1429.8,18.33,2008,251.711,0.55,-0.431
5038,00:00.0,6493,Samuelson,,,BBL,USA,Alabama,Escambia Experimental Forest,2008,1,31.01666667,-87.06666667,,None,,,50,Pinus palustris,Subtropical,Forest,Managed,Evergreen,Mature,Sandy loam (Kandiodults),Dry,,,,,,,1648,,,,IRGA,30,0.9,,1570,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,25,,0.96,10,0.4723,0.0995,0,,,,1.277,,,2.705,,2.705,8,25,,,,,,,,180,30,,,,,,,,18,,,,440,110,740,24800,,,-0.017,0.067,31.25,-87.25,1538.29,18.58,1429.8,18.33,2008,251.711,0.55,-0.431
5039,00:00.0,6493,Samuelson,,,BBL,USA,Alabama,Escambia Experimental Forest,2008,1,31.01666667,-87.06666667,,None,,,50,Pinus palustris,Subtropical,Forest,Managed,Evergreen,Mature,Sandy loam (Kandiodults),Dry,,,,,,,1648,,,,IRGA,30,0.9,,1250,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,25,,0.96,10,0.4723,0.0995,0,,,,1.277,,,2.705,,2.705,8,25,,,,,,,,220,40,,,,,,,,18,,,,330,100,600,15800,,,-0.017,0.067,31.25,-87.25,1538.29,18.58,1429.8,18.33,2008,251.711,0.55,-0.431
5040,00:00.0,6493,Samuelson,,,BBL,USA,Alabama,Escambia Experimental Forest,2008,1,31.01666667,-87.06666667,,None,,,50,Pinus palustris,Subtropical,Forest,Managed,Evergreen,Mature,Sandy loam (Kandiodults),Dry,,,,,,,1648,,,,IRGA,30,0.9,,1350,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,25,,0.96,10,0.4723,0.0995,0,,,,1.277,,,2.705,,2.705,8,25,,,,,,,,270,40,,,,,,,,23,,,,220,100,900,24000,,,-0.017,0.067,31.25,-87.25,1538.29,18.58,1429.8,18.33,2008,251.711,0.55,-0.431
5041,00:00.0,6493,Samuelson,,,BBL,USA,Alabama,Escambia Experimental Forest,2008,1,31.01666667,-87.06666667,,None,,,50,Pinus palustris,Subtropical,Forest,Managed,Evergreen,Mature,Sandy loam (Kandiodults),Dry,,,,,,,1648,,,,IRGA,30,0.9,,1360,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,25,,0.96,10,0.4723,0.0995,0,,,,1.277,,,2.705,,2.705,8,25,,,,,,,,260,40,,,,,,,,25,,,,360,100,730,22800,,,-0.017,0.067,31.25,-87.25,1538.29,18.58,1429.8,18.33,2008,251.711,0.55,-0.431
5042,00:00.0,6493,Samuelson,,,BBL,USA,Alabama,Escambia Experimental Forest,2008,1,31.01666667,-87.06666667,,None,,,50,Pinus palustris,Subtropical,Forest,Managed,Evergreen,Mature,Sandy loam (Kandiodults),Dry,,,,,,,1648,,,,IRGA,30,0.9,,1570,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,25,,0.96,10,0.4723,0.0995,0,,,,1.277,,,2.705,,2.705,8,25,,,,,,,,360,60,,,,,,,,29,,,,290,130,770,25300,,,-0.017,0.067,31.25,-87.25,1538.29,18.58,1429.8,18.33,2008,251.711,0.55,-0.431
5043,00:00.0,6493,Samuelson,,,BBL,USA,Alabama,Escambia Experimental Forest,2008,1,31.01666667,-87.06666667,,None,,,50,Pinus palustris,Subtropical,Forest,Managed,Evergreen,Mature,Sandy loam (Kandiodults),Dry,,,,,,,1648,,,,IRGA,30,0.9,,1490,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,25,,0.96,10,0.4723,0.0995,0,,,,1.277,,,2.705,,2.705,8,25,,,,,,,,270,40,,,,,,,,30,,,,270,130,900,18500,,,-0.017,0.067,31.25,-87.25,1538.29,18.58,1429.8,18.33,2008,251.711,0.55,-0.431
5044,00:00.0,6493,Samuelson,,,BBL,USA,Alabama,Escambia Experimental Forest,2008,1,31.01666667,-87.06666667,,None,,,50,Pinus palustris,Subtropical,Forest,Managed,Evergreen,Mature,Sandy loam (Kandiodults),Dry,,,,,,,1648,,,,IRGA,30,0.9,,1790,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,25,,0.96,10,0.4723,0.0995,0,,,,1.277,,,2.705,,2.705,8,25,,,,,,,,430,70,,,,,,,,31,,,,390,110,830,23800,,,-0.017,0.067,31.25,-87.25,1538.29,18.58,1429.8,18.33,2008,251.711,0.55,-0.431
5045,00:00.0,6493,Samuelson,,,BBL,USA,Alabama,Escambia Experimental Forest,2008,1,31.01666667,-87.06666667,,None,,,50,Pinus palustris,Subtropical,Forest,Managed,Evergreen,Mature,Sandy loam (Kandiodults),Dry,,,,,,,1648,,,,IRGA,30,0.9,,1440,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,25,,0.96,10,0.4723,0.0995,0,,,,1.277,,,2.705,,2.705,8,25,,,,,,,,380,60,,,,,,,,32,,,,200,100,840,17400,,,-0.017,0.067,31.25,-87.25,1538.29,18.58,1429.8,18.33,2008,251.711,0.55,-0.431
5046,00:00.0,6493,Samuelson,,,BBL,USA,Alabama,Escambia Experimental Forest,2008,1,31.01666667,-87.06666667,,None,,,50,Pinus palustris,Subtropical,Forest,Managed,Evergreen,Mature,Sandy loam (Kandiodults),Dry,,,,,,,1648,,,,IRGA,30,0.9,,1570,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,8,25,,0.96,10,0.4723,0.0995,0,,,,1.277,,,2.705,,2.705,8,25,,,,,,,,330,50,,,,,,,,36,,,,430,100,840,15300,,,-0.017,0.067,31.25,-87.25,1538.29,18.58,1429.8,18.33,2008,251.711,0.55,-0.431
5049,00:00.0,6497,Sasaki,,,BBL,Japan,,Kurose River Estuary,2007,1.5,34.08,133.29,,None,,,,None,Temperate,Wetland,Natural,,Mature,Sediment,Wet,,,,,,,,,,,IRGA,50,1,,92,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,17,35,,0.7,5,8.09,0.06,0,,,,,,,,,1.82,17,35,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08,-0.29,34.25,133.25,1100.35,15.99,853.8,16.9,2007,,,
5567,00:00.0,6548,Tian,,,BBL,China,,,2010.5,1,29.5,103.6,,None,,,,Pleioblastus amarus,Temperate,Forest,Managed,Evergreen,Mature,,Dry,,,,,,15,1489.8,,16,1510.7,IRGA,30,1,Exclusion,427,,,2,165,0.25,15,132,208,87,0.49,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,23,,0.8,10,0.1946,0.10161,0,,,,0.538,,2.762,2.762,,,,,,,,,,,,,,,,313,,,,,,,,,,,,,,,0.5,0.4,29.75,103.75,1389.65,15.79,1144.7,15.64,2011,188.152,0.419,-1.302
5568,00:00.0,6561,Wang,,,BBL,China,,Wanmulin Nature Reserve,2009.5,1,27.05,118.15,393,None,,,,Citrus reticulata,Temperate,Forest,Managed,Deciduous,Mature,,Dry,1.16,,,,,19.4,1731,,,,IRGA,30,1,,1001,,,3.76,195,,,,,,,2.55,3.52,2.89,1.77,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,7,25,,0.86,5,1.087,0.046,0,,,Positive,1.722,,1.584,1.58,,,,,,,,,,,,,,,,132.5,,,,,,,,,,44,,,,,-0.05,-0.15,27.25,118.25,1754.03,17.13,2445.8,17.03,2010,322.229,0.354,2.147
5569,00:00.0,6561,Wang,,,BBL,China,,Wanmulin Nature Reserve,2009.5,1,27.05,118.15,393,None,,,,Castanea henryi,Temperate,Forest,Managed,Deciduous,Mature,,Dry,1.23,,,,,19.4,1731,,,,IRGA,30,1,,577,,,2.69,225,,,,,,,1.23,1.86,2.22,0.88,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,7,25,,0.73,5,0.49,0.056,0,,,Positive,0.858,,1.751,1.75,,,,,,,,,,,,,,,,121,,,,,,,,,,27.5,,,,,-0.05,-0.15,27.25,118.25,1754.03,17.13,2445.8,17.03,2010,322.229,0.354,2.147
5109,00:00.0,6566,Wang,,,BBL,China,,Qianyanzhou Ecological Station,2004,1,26.74416667,115.0591667,102,None,,,20,Pinus elliotti,Subtropical,Forest,Managed,Evergreen,Mature,Typic Dystrudepts Udepts Inceptisols,Dry,1.57,,,,,17.9,1469,747,,,Gas chromatography,3.5,1,,548,,59,,,,,,,,,,,,,,,,,,"R10 (L&T), R=a exp(b/((273.15+c)*8.314)*(1-(273.15+c)/T)), T in K",Positive,mg C/m2/hr,5,30,,0.63,5,42.41,43448.32,10,,,Positive,0.9625,,1.915,1.873,,1.85,5,30,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,0.256,-0.059,26.75,115.25,1531.99,17.51,1412.8,17.83,2004,314.977,0.434,-0.378
5110,00:00.0,6566,Wang,,,BBL,China,,Qianyanzhou Ecological Station,2005,1,26.74416667,115.0591667,102,None,,,20,Pinus elliotti,Subtropical,Forest,Managed,Evergreen,Mature,Typic Dystrudepts Udepts Inceptisols,Dry,1.57,,,,,17.9,1469,747,,,Gas chromatography,3.5,1,,632,,89,,,,,,,,,,,,,,,,,,"R10 (L&T), R=a exp(b/((273.15+c)*8.314)*(1-(273.15+c)/T)), T in K",Positive,mg C/m2/hr,5,30,,0.63,5,42.41,43448.32,10,,,Positive,0.9625,,1.915,1.873,,1.85,5,30,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,0.256,-0.059,26.75,115.25,1531.99,17.51,1412.8,17.44,2005,314.977,0.434,-0.378
5111,00:00.0,6566,Wang,,,BBL,China,,Qianyanzhou Ecological Station,2006,1,26.74416667,115.0591667,102,None,,,20,Pinus elliotti,Subtropical,Forest,Managed,Evergreen,Mature,Typic Dystrudepts Udepts Inceptisols,Dry,1.57,,,,,17.9,1469,747,,,Gas chromatography,3.5,1,,758,,,,,,,,,,,,,,,,,,,,"R10 (L&T), R=a exp(b/((273.15+c)*8.314)*(1-(273.15+c)/T)), T in K",Positive,mg C/m2/hr,5,30,,0.63,5,42.41,43448.32,10,,,Positive,0.9625,,1.915,1.873,,1.85,5,30,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,0.256,-0.059,26.75,115.25,1531.99,17.51,1688.8,17.93,2006,314.977,0.434,0.498
5216,00:00.0,6755,Chen,,Q01,BBL,China,,TianÉ??e Zhou wetland,2009.5,1,29.49,112.23,,None,,,,Carex argyi,Subtropical,Wetland,Natural,Evergreen,Mature,,Dry,,,,,,16,1200,,,,IRGA,30,1,,636,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,35,,0.349,5,0.7387,0.0418,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49,-0.23,29.25,112.25,1327.34,17.07,1689.2,17.46,2010,228.181,0.484,1.586
5234,00:00.0,6762,Chen,,,BBL,China,Beijing,Beijing Olympic Forest Park,2011,1,40.01666667,116.3833333,51,None,,,,Pinus tabulaeformi; Sophora japonica,Temperate,Forest,Managed,Deciduous,Mature,Fluvo-aquic,Dry,1.62,,,,,10,600,,,,IRGA,0.1,0.75,,475,5,,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,30,,0.76,5,0.757,2.288,10,,,Mixed,0.76,2.3,2.3,2.3,2.3,2.3,0,30,,,,,,,,,,,,,,,,,7,,,,,,,,,,-0.017,-0.383,40.25,116.25,551.46,13.09,626.7,13.27,2011,115.796,0.749,0.65
5237,00:00.0,6768,Cheng,,,BBL,China,Shanghai,Hydraulic Technique Popularization Station,2009,3,31.2,121.12,,None,,,,Oryza sativa; Triticum aestivum,Temperate,Agriculture,Managed,Deciduous,Aggrading,Sandy loam,Dry,1.68,9.49,,,,17.7,1044.7,,,,IRGA,15,1,,742,23,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,,0.863,5,0.93,0.063,0,,,,1.746,1.878,1.878,1.878,1.878,1.878,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,-0.12,31.25,121.25,1042.08,16.28,1197,17.23,2009,206.415,0.726,0.751
5239,00:00.0,6769,Cheng,,,BBL,China,Guizhou,,2008.5,1,26.53333333,106.7666667,1200,None,,,,Pinus massoniana,Subtropical,Forest,,Evergreen,Mature,Limsestone (sandy silt),Dry,,,,,,14.8,1118,,,,Gas chromatography,15,1,,1175,117,,7.92,,0.6768,,,,,,,,,,,4.111,1.698,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,6,23,,0.87,5,88.1,0.099,0,,,None,1.497,,,2.69,,2.69,6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,0.467,0.233,26.75,106.75,1133.51,13.8,962.4,13.44,2009,177.428,0.507,-0.964
5419,00:00.0,6984,Han,,,BBL,China,Heilongjiang,National Field Research Station of Agro-Ecosystem,2010,1,47.43,128.63,240,None,,,,Grasses,Temperate,Grassland,Unmanaged,Deciduous,Mature,Silty clay loam (Mollisols),Dry,1.01,,,,,1.5,550,,,528,Gas chromatography,3.5,0.75,Comparison,205.6,19.6,,,,,,,27.3,178.3,0.13,,,,,0.141,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-10,25,65,0.64,10,10.09,0.082,0,,,Mixed,0.95,2.27,2.27,2.27,2.27,2.27,-10,25,,,,,,,,,,,,,,,,,,,,,,,,6400,,,-0.43,0.37,47.25,128.75,600.01,0.06,623.7,0.12,2010,108.012,0.798,0.219
5420,00:00.0,6984,Han,,,BBL,China,Heilongjiang,National Field Research Station of Agro-Ecosystem,2010,1,47.43,128.63,240,None,,,,None,Temperate,Grassland,Managed,Deciduous,Mature,Silty clay loam (Mollisols),Dry,1.06,,,,,1.5,550,,,528,Gas chromatography,3.5,0.75,Comparison,107.4,15.2,,,,,,,0,107.4,0,,,,,0.202,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-10,25,63,0.29,10,4.88,0.073,0,,,Mixed,0.42,2.075,2.075,2.075,2.075,2.075,-10,25,,,,,,,,,,,,,,,,,,,,,,,,5730,,,-0.43,0.37,47.25,128.75,600.01,0.06,623.7,0.12,2010,108.012,0.798,0.219
5421,00:00.0,6984,Han,,,BBL,China,Heilongjiang,National Field Research Station of Agro-Ecosystem,2010,1,47.43,128.63,240,None,,,1,Zea mays,Temperate,Agriculture,Managed,Deciduous,Mature,Silty clay loam (Mollisols),Dry,1.07,,,,,1.5,550,,,528,Gas chromatography,3.5,0.75,Comparison,215.2,23.9,,,,,,,48.2,167,0.22,,,,,0.49,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-10,25,58,0.23,10,17.42,0.051,0,,,Mixed,1.21,1.665,1.665,1.665,1.665,1.665,-10,25,,,,,,,,,,,,,,,,,,,,,,,,6660,,,-0.43,0.37,47.25,128.75,600.01,0.06,623.7,0.12,2010,108.012,0.798,0.219
